,lon,lat,depth,mb,ms,date
5742,121.414,23.922,56,4.6,5,1999-10-30
5743,123.76,21.845,15,4.3,,1999-10-31
5744,122.518,23.795,28,4.6,,1999-11-01
5745,121.584,23.437,52,6.2,5.9,1999-11-01
5746,122.11,19.441,15,4.4,4.8,1999-11-03
5747,126.206,5.691,85,4.7,,1999-11-04
5748,120.438,23.492,15,4.2,,1999-11-12
5749,122.497,23.96,39,4.8,,1999-11-13
5750,125.426,12.569,35,4.4,,1999-11-15
5751,120.471,23.488,15,4.5,,1999-11-15
5752,120.656,23.977,13,4.8,,1999-11-17
5753,126.033,0.524,42,5.7,,1999-11-18
5754,128.296,1.55,81,5,,1999-11-20
5755,122.853,23.975,10,4.7,,1999-11-26
5756,125.977,0.583,53,5.1,,1999-11-28
5757,125.994,0.547,42,5.1,5.4,1999-11-29
5758,128.127,3.205,54,5.8,,1999-12-04
5759,126.256,5.346,70,5.2,,1999-12-05
5760,126.474,6.055,30,4.9,5.4,1999-12-08
5761,126.387,5.989,57,5.1,,1999-12-08
5762,125.113,4.67,25,4.6,,1999-12-10
5763,119.765,15.757,51,6.3,,1999-12-11
5764,119.829,15.956,10,4.5,,1999-12-11
5765,119.671,16.081,34,4.9,,1999-12-12
5766,127.154,2.065,82,5.7,,1999-12-13
5767,124.521,11.304,15,4.6,,1999-12-15
5768,122.719,1.244,27,4.5,5,1999-12-17
5769,119.034,16.511,15,4.4,,1999-12-20
5770,119.009,16.487,15,4.2,,1999-12-21
5771,118.961,16.537,10,4.8,,1999-12-22
5772,119.024,16.551,15,4.8,,1999-12-22
5773,119.024,16.588,10,4.3,,1999-12-23
5774,118.999,16.587,11,4.9,,1999-12-24
5775,120.079,17.769,42,4.5,5.4,1999-12-25
5776,118.404,22.342,15,4.3,,1999-12-26
5777,128.312,1.68,69,5.6,,1999-12-28
5778,127.158,1.895,100,5,,1999-12-30
5779,126.103,10.389,58,4.5,4.9,1999-12-31
5780,128.548,3.64,21,4.9,4.9,2017-01-01
5781,128.446,3.65,22,4.9,5.4,2017-01-01
5782,121.969,23.993,15,4.3,,2017-01-04
5783,128.6,3.738,15,4.6,,2017-01-06
5784,126.179,6.53,51,4.4,,2017-01-06
5785,126.159,9.994,54,4.1,,2017-01-06
5786,126.873,4.126,15,4.5,,2017-01-08
5787,120.504,18.072,33,3.8,4.8,2017-01-09
5788,128.567,3.771,15,4.4,,2017-01-09
5789,122.543,4.457,630,6.5,,2017-01-10
5790,124.075,13.378,59,4.4,4.8,2017-01-11
5791,128.694,3.65,15,4.5,,2017-01-11
5792,121.108,18.351,35,4.2,,2017-01-14
5793,126.349,1.234,26,4.5,5.6,2017-01-14
5794,120.168,0.73,20,4.6,,2017-01-16
5795,121.285,19.889,27,4.1,4.7,2017-01-19
5796,128.687,3.542,15,4.5,,2017-01-20
5797,126.684,8.882,28,4.8,,2017-01-20
5798,128.249,2.884,58,5.6,,2017-01-21
5799,127.013,3.23,15,4.5,,2017-01-22
5800,128.658,3.76,15,4.3,,2017-01-26
5801,126.436,9.918,15,4.2,,2017-01-29
5802,126.772,2.258,52,4.3,,2017-01-29
5803,125.879,9.877,77,5.1,,2017-01-30
5804,126.301,0.227,15,4.3,,2017-02-01
5805,124.726,5.748,58,4.7,,2017-02-04
5806,121.225,18.98,59,4.2,,2017-02-07
5807,125.445,9.91,13,6.4,6,2017-02-10
5808,120.156,22.828,19,5,5.5,2017-02-10
5809,125.491,9.846,23,4.2,4.7,2017-02-11
5810,126.448,9.064,52,3.8,4.8,2017-02-11
5811,125.425,9.837,15,4.4,,2017-02-12
5812,126.51,9.939,15,4.4,,2017-02-12
5813,125.485,9.852,15,4.2,,2017-02-12
5814,125.567,9.767,15,4.3,,2017-02-13
5815,125.537,9.751,15,4.4,,2017-02-13
5816,125.459,9.802,32,4,4.8,2017-02-13
5817,121.702,22.586,4,4.4,,2017-02-14
5818,125.062,23.201,1,3.9,4.8,2017-02-14
5819,126.753,3.911,44,4,4.9,2017-02-15
5820,125.417,9.828,15,4.6,,2017-02-17
5821,124.84,23.054,15,4.4,,2017-02-19
5822,127.434,4.822,73,5.1,,2017-02-22
5823,125.626,7.009,18,4.6,,2017-02-23
5824,126.811,10.507,8,4,5.1,2017-02-25
5825,122.547,1.257,30,4.7,,2017-02-26
5826,126.594,1.433,50,4.7,,2017-02-28
5827,126.571,1.848,37,4.8,,2017-02-28
5828,121.757,2.112,21,4.7,,2017-03-01
5829,120.216,20.397,15,4.6,,2017-03-02
5830,125.381,9.833,28,5.3,5.6,2017-03-05
5831,128.57,2.349,61,5.5,,2017-03-08
5832,126.142,4.044,58,4.4,,2017-03-08
5833,121.17,0.626,83,5.5,,2017-03-14
5834,124.679,7.629,15,4.3,,2017-03-17
5835,123.738,10.499,21,4.3,,2017-03-20
5836,127.147,3.228,15,4.5,,2017-03-21
5837,119.27,15.952,15,4.5,,2017-03-25
5838,118.753,4.845,35,4.5,,2017-03-26
5839,122.4,9.513,41,4.5,,2017-03-27
5840,126.161,8.088,37,4.5,,2017-03-28
5841,125.896,2.774,121,5.3,,2017-03-29
5842,120.14,19.757,15,4.7,,2017-03-31
5843,120.586,0.258,99,5.5,,2017-03-31
5844,120.944,13.677,16,4.5,5.3,2017-04-04
5845,120.948,13.597,20,4.1,4.7,2017-04-04
5846,120.967,13.649,15,4.7,,2017-04-04
5847,120.906,13.735,17,4.2,5.2,2017-04-04
5848,120.871,13.723,19,4.3,5.1,2017-04-04
5849,120.997,13.647,15,4.5,,2017-04-05
5850,120.878,13.72,20,5.5,,2017-04-08
5851,120.875,13.727,16,5.7,5.5,2017-04-08
5852,120.954,13.742,20,4.9,,2017-04-08
5853,120.956,13.65,20,4.6,,2017-04-08
5854,120.909,13.581,15,4.6,,2017-04-08
5855,120.889,13.692,15,4.2,,2017-04-08
5856,120.884,13.633,15,4.4,,2017-04-08
5857,120.955,13.731,15,4.7,,2017-04-09
5858,125.345,12.948,20,5.4,5.7,2017-04-10
5859,127.186,5.749,32,5.5,,2017-04-10
5860,127.153,5.747,30,4.6,5.2,2017-04-10
5861,127.373,5.679,30,4.5,,2017-04-10
5862,127.447,5.731,30,4.4,,2017-04-10
5863,127.523,5.651,25,4.2,,2017-04-10
5864,127.339,5.805,26,4.5,4.8,2017-04-11
5865,127.259,5.688,32,4.5,5.1,2017-04-11
5866,127.335,5.698,27,4.8,5,2017-04-11
5867,127.456,5.767,30,4.4,,2017-04-11
5868,127.23,5.702,27,5.5,5.5,2017-04-11
5869,127.34,5.744,28,4.4,4.8,2017-04-11
5870,127.23,5.711,30,4.6,5.2,2017-04-11
5871,127.305,5.713,28,5,,2017-04-11
5872,126.879,3.652,15,4.6,,2017-04-11
5873,124.871,7.685,22,5.5,5.4,2017-04-11
5874,127.505,5.398,30,4.5,,2017-04-12
5875,127.339,5.741,30,4.5,,2017-04-12
5876,124.76,7.637,15,4.7,,2017-04-12
5877,127.488,5.842,30,4.6,,2017-04-12
5878,127.456,5.762,30,4.3,,2017-04-12
5879,124.831,7.662,19,5.1,5.3,2017-04-12
5880,127.339,5.874,30,4.7,,2017-04-13
5881,127.325,5.695,28,5.2,5.2,2017-04-13
5882,127.517,5.598,15,4.7,,2017-04-13
5883,127.39,5.678,30,4.6,,2017-04-13
5884,124.702,7.571,15,4.5,,2017-04-14
5885,124.724,7.607,15,4.4,,2017-04-14
5886,124.78,7.703,29,4.5,4.9,2017-04-15
5887,120.854,18.832,35,4.3,,2017-04-16
5888,126.846,9.123,15,4.5,,2017-04-17
5889,125.536,9.443,15,4.6,,2017-04-19
5890,121.054,22.929,8,4.2,,2017-04-20
5891,126.184,9.233,66,5.2,,2017-04-23
5892,128.126,1.397,100,5,,2017-04-26
5893,118.184,0.574,25,4.5,,2017-04-26
5894,126.159,0.555,43,4.7,,2017-04-28
5895,124.983,5.541,35,6.9,6.5,2017-04-28
5896,125.088,5.462,15,4.6,,2017-04-29
5897,126.747,11.279,15,4.4,,2017-04-29
5898,121.748,21.32,110,5.3,,2017-04-30
5899,126.156,0.842,15,4.6,,2017-04-30
5900,121.15,20.459,35,4.4,,2017-05-11
5901,126.748,10.637,22,4.8,,2017-05-13
5902,126.629,4.137,15,4.6,,2017-05-15
5903,121.47,23.255,28,5,5.3,2017-05-15
5904,124.633,11.325,15,4.4,,2017-05-16
5905,123.945,9.344,547,5.7,,2017-05-20
5906,127.624,5.623,15,4.3,,2017-05-20
5907,127.464,5.693,15,4.8,,2017-05-21
5908,126.195,5.323,59,4.4,,2017-05-23
5909,120.486,23.405,15,4.5,,2017-05-24
5910,124.491,9.773,25,4.3,,2017-05-24
5911,120.249,15.027,92,5.3,,2017-05-25
5912,126.585,10.189,15,4.5,,2017-05-26
5913,126.545,5.946,15,4.6,,2017-05-26
5914,121.09,19.193,41,4.6,,2017-05-27
5915,126.379,5.854,56,4.4,,2017-05-27
5916,126.561,5.981,52,4.5,,2017-05-28
5917,120.14,20.394,15,4.4,,2017-05-29
5918,125.326,23.312,15,4.2,,2017-06-01
5919,128.642,4.179,15,4.5,,2017-06-01
5920,125.15,5.569,34,4.2,5.1,2017-06-09
5921,126.844,3.78,15,4.4,,2017-06-11
5922,120.209,17.904,35,4.4,,2017-06-11
5923,126.544,3.702,50,4.5,5.3,2017-06-12
5924,126.776,2.389,55,4.8,,2017-06-13
5925,126.185,9.434,59,4.3,,2017-06-13
5926,122.464,19.774,200,4.9,,2017-06-15
5927,119.162,12.843,20,4.5,,2017-06-15
5928,120.828,18.402,13,4.2,,2017-06-19
5929,128.668,2.29,34,5,,2017-06-20
5930,120.143,17.462,50,4.1,4.7,2017-06-24
5931,126.149,10.32,25,4.3,5,2017-06-26
5932,128.293,2.149,179,5,,2017-06-27
5933,126.799,1.435,83,4.9,,2017-06-27
5934,126.944,8.673,15,4.2,,2017-06-28
5935,127.245,2.215,97,4.7,,2017-07-01
5936,125.308,12.013,18,4.6,,2017-07-03
5937,126.239,0.478,54,4.5,,2017-07-05
5938,124.672,11.134,9,6.6,6,2017-07-06
5939,126.837,3.76,15,4.5,,2017-07-06
5940,121.125,17.294,15,4.6,,2017-07-07
5941,126.777,2.886,52,4.6,,2017-07-07
5942,124.861,11.041,18,5.5,5.5,2017-07-10
5943,124.677,10.983,15,4.5,,2017-07-10
5944,127.011,7.937,15,4.4,,2017-07-12
5945,124.773,12.825,25,4.5,,2017-07-14
5946,121.335,21.057,40,4.2,,2017-07-14
5947,120.077,17.157,52,4.5,,2017-07-14
5948,121.994,0.394,121,5.8,,2017-07-15
5949,120.449,21.876,15,4.3,,2017-07-15
5950,120.109,19.817,15,4.4,,2017-07-22
5951,120.228,0.275,60,5.4,,2017-07-23
5952,120.007,22.051,23,4.4,,2017-07-25
5953,121.988,10.189,32,4.8,,2017-07-25
5954,121.965,10.125,40,4.5,,2017-07-25
5955,126.632,1.167,15,4.4,,2017-07-28
5956,119.63,14.921,30,4.4,,2017-07-29
5957,125.603,4.738,30,4.6,,2017-08-02
5958,125.305,6.175,85,5.7,,2017-08-05
5959,125.204,7.943,19,4.3,5,2017-08-05
5960,125.359,10.177,15,4.5,,2017-08-05
5961,126.147,9.415,56,4.6,,2017-08-09
5962,121.528,23.528,29,4.2,,2017-08-09
5963,124.069,9.478,523,5,,2017-08-10
5964,125.698,11.603,44,4.4,,2017-08-10
5965,126.2,0.572,15,4.6,,2017-08-10
5966,121.49,23.156,22,4.4,,2017-08-11
5967,120.629,13.96,184,6.1,,2017-08-11
5968,119.717,14.708,35,4.6,,2017-08-13
5969,126.328,1.375,15,4.5,,2017-08-17
5970,124.676,11.026,19,4.2,5,2017-08-22
5971,120.023,13.637,33,4.4,,2017-08-24
5972,124.928,4.251,28,4.9,,2017-08-24
5973,126.914,3.699,15,4.5,,2017-08-24
5974,126.939,3.327,58,4.5,,2017-08-25
5975,122.699,1.241,29,4.5,,2017-08-26
5976,118.801,2.265,35,4.3,,2017-08-29
5977,121.156,19.227,41,4.9,5.2,2017-08-29
5978,121.061,17.181,15,4.4,,2017-08-30
5979,126.047,7.03,15,4.4,,2017-08-30
5980,126.93,2.547,15,4,,2017-09-01
5981,126.822,3.654,54,4.5,,2017-09-09
5982,125.849,10.877,50,4.7,,2017-09-11
5983,128.621,3.735,15,4.5,,2017-09-16
5984,125.588,10.872,50,4.1,,2017-09-17
5985,121.607,23.542,26,4.5,,2017-09-17
5986,121.713,23.312,32,4.8,5.5,2017-09-20
5987,123.35,12.798,13,4.4,,2017-09-21
5988,120.702,13.622,179,4.9,,2017-09-23
5989,124.727,7.53,15,3.7,4.3,2017-09-23
5990,124.886,7.677,23,5.3,5.3,2017-09-23
5991,124.847,7.607,14,4.8,4.9,2017-09-23
5992,124.771,7.489,13,4.4,4.9,2017-09-23
5993,124.669,7.441,15,4.3,,2017-09-24
5994,122.318,23.969,26,4.5,,2017-09-24
5995,124.213,0.819,219,4.9,,2017-09-25
5996,120.088,6.097,42,4.8,,2017-09-28
5997,127.602,1.015,19,4.6,,2017-09-28
5998,128.731,1.922,43,4.3,5,2017-09-30
5999,128.438,3.894,23,5,5.6,2017-09-30
6000,127.011,2.632,39,4.6,,2017-10-02
6001,126.549,7.344,15,3.9,5,2017-10-05
6002,121.946,17.26,32,4.4,,2017-10-12
6003,127.745,1.138,32,4.8,,2017-10-13
6004,119.299,14.423,15,4.3,,2017-10-15
6005,120.212,17.51,52,4,4.7,2017-10-19
6006,127.873,4.163,45,4.5,5.4,2017-10-21
6007,122.944,22.529,15,4.4,,2017-10-21
6008,120.617,13.958,216,5.4,,2017-10-22
6009,125.882,1.952,21,4.9,,2017-10-31
6010,121.536,22.02,13,4.1,4.5,2017-11-01
6011,121.621,22.001,15,4.1,,2017-11-01
6012,121.023,23.001,3,4.5,,2017-11-03
6013,121.03,22.964,8,4.4,4.7,2017-11-03
6014,121.628,23.54,32,4.4,4.8,2017-11-03
6015,125.862,6.239,122,5,,2017-11-08
6016,127.067,1.832,109,5.4,,2017-11-09
6017,120.698,23.64,22,4.2,4.6,2017-11-11
6018,125.546,9.962,24,3.9,4.7,2017-11-12
6019,122.511,23.809,32,4.3,,2017-11-17
6020,128.296,2.489,22,5.5,5.8,2017-11-18
6021,128.18,2.477,23,4.8,5.6,2017-11-18
6022,128.104,2.365,41,4.1,4.9,2017-11-18
6023,128.313,2.531,15,4.5,,2017-11-18
6024,128.265,2.581,15,4.4,,2017-11-18
6025,128.263,2.441,47,3.8,4.8,2017-11-19
6026,128.24,2.371,24,3.9,4.9,2017-11-19
6027,126.877,7.067,15,4.3,,2017-11-22
6028,124.377,0.394,107,5.2,,2017-11-22
6029,120.725,23.56,17,4.6,5,2017-11-22
6030,120.685,23.596,15,4.3,,2017-11-23
6031,126.775,4.02,15,4.6,,2017-11-28
6032,126.605,7.362,62,5.1,,2017-11-30
6033,124.948,7.725,18,4,4.5,2017-11-30
6034,121.204,18.946,36,4.6,,2017-12-02
6035,121.412,21.734,22,4,4.8,2017-12-04
6036,126.638,2.229,44,4.3,5.2,2017-12-05
6037,122.674,1.339,37,4.5,,2017-12-05
6038,125.582,11.153,42,4,4.8,2017-12-06
6039,124.951,10.926,35,4.5,,2017-12-09
6040,128.062,2.286,44,4.5,,2017-12-12
6041,128.241,2.274,33,4.6,,2017-12-17
6042,126.495,4.003,44,4.5,5.2,2017-12-25
6043,121.104,16.44,30,4.5,,2017-12-26
6044,126.768,4.088,40,5.2,5.5,2017-12-28
6045,126.114,10.081,55,4,4.7,2017-12-30
6046,124.998,5.609,38,4.4,5.2,2017-12-31
6047,126.712,4.197,15,4.2,,2018-01-03
6048,121.081,1.979,40,4.2,,2018-01-04
6049,126.562,4.161,60,5,,2018-01-06
6050,126.664,2.722,45,4.9,,2018-01-08
6051,126.787,2.293,58,4.7,,2018-01-10
6052,126.599,23.826,17,4.2,5,2018-01-11
6053,126.533,1.805,15,4.5,,2018-01-12
6054,125.513,13.853,15,4.4,,2018-01-13
6055,120.417,13.367,44,4.8,,2018-01-14
6056,120.403,13.389,53,4.6,5,2018-01-14
6057,123.508,0.428,250,5,,2018-01-15
6058,124.426,11.617,15,4.5,,2018-01-16
6059,121.303,19.273,25,4.1,,2018-01-17
6060,127.448,7.94,15,4.7,,2018-01-19
6061,119.984,17.099,35,4.2,4.8,2018-01-20
6062,125.861,5.677,102,4.7,,2018-01-25
6063,121.049,22.947,7,4.4,,2018-01-26
6064,126.325,8.825,78,5,,2018-01-28
6065,121.69,8.802,35,4.5,,2018-01-29
6066,121.231,19.294,27,3.8,4.5,2018-01-30
6067,120.688,18.136,61,4.7,,2018-02-06
6068,121.754,23.972,10,5.4,5.3,2018-02-06
6069,121.724,23.988,20,4.3,4.7,2018-02-07
6070,121.786,23.933,15,4.4,,2018-02-07
6071,121.639,23.94,16,4.3,4.8,2018-02-08
6072,121.68,23.896,15,4.6,,2018-02-09
6073,121.876,23.995,15,4.4,,2018-02-09
6074,125.289,5.098,53,4.2,,2018-02-10
6075,123.428,23.246,15,4.4,,2018-02-10
6076,119.607,15.43,24,4.4,,2018-02-15
6077,126.829,3.225,35,4.7,,2018-02-17
6078,121.383,22.584,20,4.2,,2018-02-17
6079,128.989,2.5,51,4.4,,2018-02-19
6080,124.293,1.461,230,4.8,,2018-02-20
6081,121.534,23.407,40,4.4,5.1,2018-02-21
6082,120.383,19.672,20,4.5,5.1,2018-02-24
6083,125.508,23.576,13,4.2,4.8,2018-02-24
6084,121.502,13.373,15,4.7,,2018-02-26
6085,126.123,0.507,53,4.7,,2018-03-03
6086,121.74,21.93,15,4.3,,2018-03-04
6087,127.058,4.133,15,4.4,,2018-03-04
6088,125.342,11.317,53,3.9,4.9,2018-03-05
6089,116.606,6.041,20,4.5,4.9,2018-03-08
6090,125.213,0.815,76,5,,2018-03-15
6091,124.736,8.111,17,4.2,4.8,2018-03-15
6092,121.345,20.148,15,4.4,,2018-03-18
6093,121.492,0.501,107,5.3,,2018-03-18
6094,120.541,23.282,16,4.2,5.1,2018-03-20
6095,127.993,1.42,17,4.4,5,2018-03-21
6096,125.966,0.302,30,3.8,4.9,2018-03-22
6097,125.696,23.465,15,4.3,,2018-03-22
6098,126.564,5.408,15,4.6,,2018-03-23
6099,125.328,23.84,21,3.9,4.8,2018-03-23
6100,125.783,10.054,78,5.2,,2018-03-24
6101,120.773,20.501,15,4.6,4.8,2018-03-24
6102,126.208,1.61,26,3.7,4.9,2018-03-28
6103,121.052,23.993,23,4.4,4.7,2018-03-29
6104,125.589,11.637,47,4.6,,2018-03-29
6105,122.515,17.339,15,4.3,,2018-03-30
6106,128.378,1.683,72,4.8,,2018-03-31
6107,121.164,12.743,37,4.4,,2018-04-02
6108,125.549,11.581,38,4.2,,2018-04-02
6109,127.954,3.038,78,5.4,,2018-04-03
6110,126.672,6.817,76,5.8,,2018-04-05
6111,127.144,3.259,15,4.1,4.9,2018-04-06
6112,121.928,10.117,27,4.5,,2018-04-12
6113,126.819,1.365,40,5.4,5.9,2018-04-15
6114,122.219,17.9,35,5.1,,2018-04-15
6115,125.53,12.291,45,3.8,4.5,2018-04-16
6116,121.443,22.997,18,4.5,,2018-04-16
6117,127.052,1.344,94,4.8,,2018-04-17
6118,121.759,22.995,16,4.4,,2018-04-21
6119,127.498,4.715,135,5,,2018-04-22
6120,125.479,0.551,55,4,5.4,2018-04-23
6121,122.495,23.968,26,4.7,,2018-04-23
6122,125.489,1.891,35,4.5,,2018-04-23
6123,121.109,22.288,15,4.4,,2018-04-27
6124,126.77,2.278,48,4.8,,2018-05-01
6125,126.504,1.846,35,4.2,5.2,2018-05-01
6126,123.852,14.447,31,6,5.9,2018-05-05
6127,126.053,0.966,59,4.5,5.4,2018-05-10
6128,125.516,10.176,33,5.1,5.7,2018-05-10
6129,123.79,6.884,545,5.5,,2018-05-10
6130,126.943,3.536,71,4.9,,2018-05-10
6131,125.63,6.152,136,5,,2018-05-11
6132,121.887,23.798,15,4.5,,2018-05-12
6133,127.066,1.132,60,4.5,,2018-05-12
6134,125.326,5.422,183,5,,2018-05-13
6135,121.36,19.913,26,4.1,4.8,2018-05-14
6136,124.05,6.483,30,3.9,4.7,2018-05-16
6137,119.991,1.058,25,4.3,5,2018-05-18
6138,120.027,1.079,24,4.5,5,2018-05-18
6139,126.079,0.918,25,4.9,,2018-05-21
6140,120.624,17.952,60,4.6,,2018-05-30
6141,121.331,22.774,10,4,4.6,2018-05-31
6142,126.584,4.243,15,4.6,,2018-05-31
6143,123.685,7.059,45,4.5,,2018-06-01
6144,123.717,7.28,582,5.1,,2018-06-01
6145,125.606,9.364,15,4.4,,2018-06-01
6146,121.577,23.925,15,4.4,,2018-06-01
6147,122.014,12.192,27,4.4,,2018-06-01
6148,121.091,23.89,15,4.4,,2018-06-02
6149,126.679,4.591,52,5.4,5.5,2018-06-02
6150,126.689,4.628,15,4.7,,2018-06-02
6151,126.823,4.58,15,4.6,,2018-06-02
6152,126.688,4.517,55,4.1,4.8,2018-06-03
6153,126.783,4.659,15,4.4,,2018-06-03
6154,120.664,18.006,37,4.5,,2018-06-06
6155,122.445,9.688,19,4.6,,2018-06-09
6156,121.775,23.961,15,4.4,,2018-06-11
6157,121.771,23.937,15,4.6,,2018-06-11
6158,125.974,8.901,28,4.4,,2018-06-13
6159,126.095,6.474,147,4.8,,2018-06-13
6160,128.127,2.698,60,4.9,,2018-06-14
6161,126.576,11.239,15,4.6,,2018-06-17
6162,125.6,6.164,137,5.3,,2018-06-17
6163,119.72,14.942,40,4.9,5.3,2018-06-17
6164,121.377,20.102,20,4.3,4.9,2018-06-18
6165,120.35,6.037,10,4.4,,2018-06-19
6166,126.731,3.89,15,4.5,,2018-06-23
6167,125.653,9.273,25,4,4.8,2018-06-24
6168,126.112,0.524,33,4.4,5.2,2018-06-27
6169,128.505,2.489,220,4.8,,2018-06-28
6170,125.181,11.778,45,4.8,,2018-07-01
6171,120.504,13.972,139,5.3,,2018-07-03
6172,120.887,23.15,15,4.6,,2018-07-03
6173,125.139,5.917,106,5.5,,2018-07-03
6174,128.222,4.589,15,4.3,,2018-07-06
6175,121.88,17.271,35,4.5,,2018-07-09
6176,122.056,0.25,203,5,,2018-07-10
6177,125.357,9.823,25,4.5,5.1,2018-07-10
6178,126.834,3.069,15,4.6,,2018-07-12
6179,121.256,22.992,13,4,4.7,2018-07-13
6180,122.226,14.431,22,4,,2018-07-16
6181,121.355,20.257,15,4.4,,2018-07-18
6182,128.397,3.283,15,4.6,,2018-07-18
6183,121.714,20.723,79,4.9,,2018-07-20
6184,126.535,2.018,15,4.5,,2018-07-20
6185,121.747,19.598,60,4.4,,2018-07-22
6186,125.029,4.67,26,4.5,5.2,2018-07-22
6187,126.275,0.858,15,4.6,,2018-07-23
6188,121.136,19.019,44,4.3,4.8,2018-07-26
6189,126.766,2.191,57,4.5,,2018-07-29
6190,121.639,20.545,15,4.3,,2018-07-30
6191,126.947,3.175,51,4.1,5,2018-08-04
6192,126.494,3.128,15,4.6,,2018-08-06
6193,123.643,7.273,50,4.3,,2018-08-06
6194,125.856,5.906,170,4.6,,2018-08-08
6195,120.128,20.886,16,4.4,5.1,2018-08-09
6196,128.052,2.765,55,4.9,5.3,2018-08-12
6197,120.219,13.511,31,4.7,,2018-08-13
6198,121.224,19.144,41,4.4,5,2018-08-21
6199,126.552,3.547,64,5,,2018-08-22
6200,125.985,11.113,51,4.7,5.2,2018-08-24
6201,124.816,13.284,35,4.5,,2018-08-24
6202,120.719,13.554,130,5.2,,2018-08-31
6203,126.774,2.561,44,4.7,,2018-09-02
6204,124.781,2.762,204,5.3,,2018-09-07
6205,126.497,7.237,22,5.8,6,2018-09-08
6206,126.183,10.549,22,4,4.8,2018-09-10
6207,126.213,10.685,27,4.6,5.2,2018-09-10
6208,121.568,23.861,15,4.6,,2018-09-11
6209,121.196,19.117,34,4.4,,2018-09-12
6210,128.051,3.183,143,5,,2018-09-13
6211,126.25,0.434,22,4.3,5,2018-09-23
6212,125.989,10.429,44,4.4,,2018-09-24
6213,126.166,10.35,25,4.5,,2018-09-25
6214,126.498,10.489,15,4.6,4.9,2018-09-27
6215,119.644,0.015,16,5.7,,2018-09-28
6216,119.561,0.019,19,5.2,,2018-09-28
6217,126.556,3.263,48,4.1,4.9,2018-10-01
6218,126.141,0.247,51,4.7,5,2018-10-02
6219,120.422,22.102,15,4.2,,2018-10-04
6220,126.226,9.451,45,3.9,4.9,2018-10-07
6221,121.537,1.226,22,3.4,4.7,2018-10-10
6222,125.24,1.457,110,5.5,,2018-10-13
6223,121.194,19.078,39,4.4,,2018-10-13
6224,121.799,14.809,15,4.5,,2018-10-15
6225,122.606,8.518,25,4.7,4.9,2018-10-16
6226,120.972,18.113,26,4.7,,2018-10-16
6227,124.428,12.296,119,5,,2018-10-17
6228,127.093,3.297,46,4.8,,2018-10-20
6229,125.426,22.377,11,4.3,,2018-10-20
6230,126.437,5.235,102,5.3,,2018-10-20
6231,120.921,18.332,26,4.6,,2018-10-27
6232,126.573,4.169,28,3.6,4.8,2018-10-28
6233,126.494,4.142,28,4.6,5.2,2018-10-28
6234,126.722,8.513,15,4.7,,2018-10-29
6235,126.648,8.58,24,4.7,5.4,2018-10-29
6236,126.86,8.541,14,4.7,5.2,2018-10-29
6237,126.614,8.567,53,4.7,5.3,2018-10-29
6238,127.02,2.776,15,4.8,,2018-10-30
6239,123.806,7.774,604,5.5,,2018-11-04
6240,122.108,10.846,23,4.1,4.5,2018-11-04
6241,122.347,10.717,32,4.3,4.9,2018-11-05
6242,125.401,3.528,31,4.1,5.2,2018-11-06
6243,122.82,22.946,15,4.2,,2018-11-06
6244,126.933,5.364,57,4.6,,2018-11-07
6245,122.554,22.86,17,4.2,4.8,2018-11-07
6246,127.141,2.265,48,4.5,,2018-11-08
6247,126.725,1.935,15,4.7,,2018-11-09
6248,127.167,1.484,130,5.4,,2018-11-11
6249,123.359,23.805,26,4.6,,2018-11-12
6250,123.774,6.272,30,4.6,,2018-11-12
6251,125.327,14.168,20,3.8,4.9,2018-11-13
6252,122.518,23.947,32,4.8,,2018-11-19
6253,126.779,2.708,70,5.3,,2018-11-20
6254,125.285,4.646,22,4.6,,2018-11-20
6255,125.982,0.481,30,4.5,5.3,2018-11-21
6256,120.803,17.82,21,4.6,,2018-11-25
6257,118.55,23.384,17,5.6,5.5,2018-11-25
6258,118.633,23.379,15,4.4,,2018-11-26
6259,126.834,2.405,35,4.7,5.5,2018-12-04
6260,125.632,6.661,184,5.4,,2018-12-06
6261,123.063,9.439,15,4.3,,2018-12-09
6262,119.106,14.541,15,4.3,,2018-12-12
6263,121.593,23.9,15,4.7,,2018-12-12
6264,126.923,5.498,48,4.6,,2018-12-13
6265,121.928,23.73,31,4.5,5.2,2018-12-15
6266,120.577,13.571,15,4.5,,2018-12-16
6267,121.2,19.221,39,4.1,,2018-12-18
6268,121.133,18.821,39,4.4,,2018-12-19
6269,123.583,23.949,34,4.5,,2018-12-20
6270,121.233,19.276,32,4.5,,2018-12-21
6271,123.276,9.824,35,4.6,,2018-12-24
6272,126.637,1.718,15,4.5,,2018-12-24
6273,120.868,22.572,15,4.3,,2018-12-25
6274,126.377,1.118,38,4.5,5.5,2018-12-25
6275,126.574,5.847,93,6.4,,2018-12-29
6276,126.865,5.8,76,5.5,,2018-12-29
6277,126.28,1.654,30,4.1,5.2,2018-12-30
6278,125.863,8.582,50,4.4,,2019-01-01
6279,121.085,13.057,55,4.3,,2019-01-02
6280,121.049,22.867,17,4,4.7,2019-01-03
6281,127.156,2.388,68,5.2,,2019-01-03
6282,121.034,22.866,10,4.2,,2019-01-03
6283,126.053,4.425,118,4.9,,2019-01-05
6284,123.316,23.901,29,4.2,,2019-01-05
6285,126.676,2.284,47,6.2,6.2,2019-01-06
6286,126.768,2.432,59,4.9,,2019-01-06
