,lon,lat,depth,mb,ms,date
0,122.036,22.898,10,4.5,,2000-01-03
1,126.369,9.698,17,4.9,,2000-01-03
2,119.366,16.126,15,6,5.7,2000-01-06
3,122.352,16.844,25,4.7,,2000-01-11
4,121.357,23.576,5,4.5,,2000-01-20
5,125.724,13.168,15,5.2,5.5,2000-01-21
6,126.318,4.853,88,4.9,,2000-01-29
7,121.513,13.641,10,5.1,5.1,2000-02-03
8,121.458,13.613,10,4.4,,2000-02-03
9,121.342,13.555,10,4.5,,2000-02-03
10,121.329,22.773,10,4.3,,2000-02-03
11,126.182,1.323,37,4.9,5.2,2000-02-06
12,126.228,0.977,23,5.5,,2000-02-10
13,128.646,2.928,210,5,,2000-02-10
14,127.095,5.699,131,5.5,,2000-02-13
15,120.774,23.303,20,4.9,5.2,2000-02-15
16,120.864,1.27,30,4.8,5.3,2000-02-19
17,124.58,4.202,28,4.3,4.6,2000-02-21
18,121.888,10.654,15,5,4.7,2000-02-27
19,121.828,10.616,15,4.5,,2000-02-29
20,121.407,20.132,35,4.5,,2000-03-02
21,120.888,13.337,77,4.9,,2000-03-03
22,121.51,23.195,36,4.5,,2000-03-09
23,121.639,22.736,18,4.4,,2000-03-16
24,120.751,23.301,26,4.6,,2000-03-16
25,128.152,3.153,91,5.8,,2000-03-21
26,119.729,0.202,35,4.6,,2000-03-24
27,125.5,4.069,139,5.7,,2000-04-03
28,120.863,22.679,46,4.4,,2000-04-08
29,120.12,1.088,15,5,5,2000-04-08
30,126.431,10.253,25,5.1,,2000-04-13
31,126.409,10.287,20,5.2,,2000-04-13
32,125.52,11.451,35,4.6,,2000-04-13
33,128.362,3.937,15,4.9,5.2,2000-04-17
34,128.321,3.965,15,4.8,,2000-04-17
35,128.264,3.986,25,4.9,,2000-04-17
36,128.35,2.83,38,4.7,,2000-04-18
37,128.296,3.989,20,5.1,5.4,2000-04-18
38,128.319,4.092,60,4.8,,2000-04-19
39,126.236,5.316,35,4.5,,2000-04-27
40,126.603,10.401,15,4.5,,2000-04-29
41,122.346,9.712,35,4.5,,2000-04-29
42,120.378,22.525,35,4.3,,2000-05-07
43,124.742,10.986,5,5.1,5.1,2000-05-08
44,124.791,11.019,10,5.1,5.1,2000-05-08
45,126.981,8.71,15,4.3,,2000-05-12
46,126.983,8.745,15,4.6,,2000-05-13
47,123.413,1.278,35,4.6,,2000-05-14
48,123.84,10.922,15,4.7,,2000-05-17
49,121.442,22.753,26,4.1,,2000-05-17
50,120.644,13.75,92,5.1,,2000-05-19
51,126.73,8.606,25,5,,2000-05-22
52,126.816,8.696,25,4.4,,2000-05-22
53,127.067,8.573,15,4.6,,2000-05-22
54,125.772,22.204,14,4.5,,2000-05-30
55,126.884,4.93,55,5.1,,2000-06-07
56,121.18,23.872,26,6.2,6,2000-06-10
57,126.346,10.254,25,4.8,,2000-06-11
58,120.233,17.261,67,5.4,,2000-06-14
59,127.718,4.535,94,6,,2000-06-14
60,118.302,1.116,17,4.7,4.9,2000-06-16
61,121.123,23.968,29,4.7,,2000-06-18
62,120.41,16.915,25,5.2,5.4,2000-06-19
63,120.586,13.969,121,5.4,,2000-06-19
64,121.131,23.912,30,4.7,4.9,2000-06-19
65,126.238,1.22,42,5.7,,2000-06-23
66,128.409,0.388,40,5,,2000-06-27
67,121.406,20.092,35,4.2,,2000-07-01
68,122.227,20.226,20,4.8,5,2000-07-04
69,122.204,20.233,20,4.5,,2000-07-04
70,125.934,22.017,10,4.6,,2000-07-06
71,126.221,5.972,85,5.3,,2000-07-11
72,121.809,23.959,10,4.5,,2000-07-13
73,121.84,23.976,9,4.4,,2000-07-14
74,122.125,20.281,31,6.2,5.8,2000-07-16
75,120.798,17.821,25,5.1,5.3,2000-07-18
76,120.911,23.419,10,5.6,5.4,2000-07-28
77,122.358,15.032,55,5,,2000-08-01
78,124.361,5.718,430,4.6,,2000-08-01
79,121.041,23.819,10,4.5,,2000-08-02
80,121.275,0.443,111,5.1,,2000-08-03
81,128.013,2.308,25,4.8,,2000-08-10
82,124.733,6.412,28,4.7,5,2000-08-16
83,125.236,9.453,30,4.5,,2000-08-19
84,126.469,7.435,172,5.3,,2000-08-20
85,120.819,23.071,10,4.7,,2000-08-20
86,121.579,23.653,39,4.7,5,2000-08-23
87,126.62,4.38,58,5.6,,2000-08-28
88,123.195,5.032,580,5.4,,2000-08-31
89,119.094,15.623,15,4.9,,2000-08-31
90,126.881,1.556,110,5,,2000-09-03
91,126.271,1.438,32,4.9,,2000-09-06
92,122.101,7.173,20,4.9,5.3,2000-09-08
93,120.112,13.749,33,5,,2000-09-10
94,122.103,0.238,184,5.1,,2000-09-16
95,122.24,8.43,37,4.3,,2000-09-24
96,123.461,0.028,145,4.8,,2000-09-25
97,126.461,6.884,20,4.7,,2000-09-26
98,127.547,1.131,148,5.5,,2000-09-26
99,126.461,9.227,25,4.5,,2000-09-29
100,122.235,12.082,20,5.1,5,2000-09-29
101,127.825,1.548,22,4.9,5,2000-10-05
102,126.883,6.802,26,5.1,,2000-10-05
103,121.886,15.706,25,4.5,,2000-10-07
104,120.668,13.68,130,4.8,,2000-10-07
105,125.458,9.773,17,5,5,2000-10-08
106,124.878,12.442,28,5,5.2,2000-10-12
107,120.897,1.346,25,4.3,,2000-10-14
108,120.834,1.274,30,4.6,,2000-10-14
109,122.439,12.255,18,4.5,,2000-10-16
110,120.706,13.709,154,5.4,,2000-10-21
111,126.704,7.093,94,5.3,,2000-10-22
112,122.331,9.652,35,4.6,,2000-10-22
113,121.586,23.873,20,4.3,,2000-10-24
114,121.669,0.842,30,5,,2000-10-28
115,125.788,5.736,116,5,,2000-11-04
116,124.169,23.324,15,5.5,5.4,2000-11-08
117,127.087,5.797,76,4.9,,2000-11-09
118,119.691,17.335,35,5,5.3,2000-11-15
119,120.609,13.817,117,4.8,,2000-11-29
120,121.774,23.85,20,4.7,,2000-11-29
121,126.172,10.633,18,4.7,4.9,2000-11-30
122,125.31,0.678,50,4.7,,2000-12-01
123,125.916,1.539,92,4.6,,2000-12-03
124,126.471,4.183,90,5.3,,2000-12-05
125,121.181,19.102,52,5,5,2000-12-10
126,127.394,0.028,139,5.4,,2000-12-10
127,120.218,23.094,15,4.4,,2000-12-10
128,122.322,10.089,35,4.5,,2000-12-11
129,121.021,19.116,31,4.6,,2000-12-13
130,125.806,11.561,40,4.6,,2000-12-14
131,121.185,21.097,25,4.4,,2000-12-15
132,122.698,0.942,45,4.5,,2000-12-22
133,121.969,23.456,20,4.6,,2000-12-28
134,126.332,1.686,47,5,,2000-12-29
135,122.777,21.837,15,4.2,,2000-12-30
136,127.28,8.245,27,4.4,4.9,2000-12-31
137,121.191,18.944,55,4.4,5.1,2001-01-01
138,126.692,6.877,44,7.1,6.5,2001-01-01
139,126.94,6.588,44,5.9,5.4,2001-01-01
140,127.058,6.372,45,5,,2001-01-01
141,126.991,6.807,45,4.9,,2001-01-01
142,126.914,6.805,45,5,,2001-01-01
143,126.888,6.705,45,5.8,,2001-01-02
144,127.158,6.848,45,4.9,,2001-01-04
145,127.199,6.173,45,4.7,,2001-01-04
146,126.883,6.683,45,4.9,,2001-01-04
147,127.078,6.838,45,4.8,,2001-01-05
148,126.877,6.93,25,5,,2001-01-05
149,126.962,6.706,24,5.4,,2001-01-06
150,127.427,5.788,25,5.4,5.2,2001-01-06
151,127.276,5.536,74,4.9,,2001-01-08
152,127.332,5.497,60,4.8,,2001-01-08
153,127.4,5.448,52,4.5,,2001-01-08
154,124.423,11.459,10,4.3,,2001-01-08
155,122.55,15.174,15,4.7,,2001-01-12
156,120.851,17.345,26,5,5.5,2001-01-12
157,124.836,9.781,27,4.7,4.9,2001-01-13
158,124.853,9.779,37,4.9,,2001-01-13
159,126.352,2.527,65,5.4,,2001-01-18
160,126.464,2.87,38,5.3,,2001-01-20
161,126.44,6.536,38,4.5,,2001-01-21
162,126.265,10.231,25,5.1,5.1,2001-01-21
163,121.417,0.776,57,4.8,,2001-02-02
164,127.79,1.579,25,4.8,,2001-02-05
165,123.427,1.299,41,4.5,4.8,2001-02-09
166,123.441,1.299,40,4.4,,2001-02-09
167,122.4,20.263,30,4.9,5.3,2001-02-17
168,122.402,20.211,29,4.6,,2001-02-18
169,122.486,20.203,20,4.4,,2001-02-18
170,125.956,8.448,31,4.5,,2001-02-20
171,125.047,11.751,15,4.6,4.7,2001-02-20
172,126.791,6.582,83,5.1,,2001-02-21
173,126.294,1.327,35,6.9,6.5,2001-02-24
174,126.259,1.518,34,5.3,5.3,2001-02-24
175,126.328,1.532,29,5.7,5.7,2001-02-24
176,126.255,1.511,30,4.8,,2001-02-24
177,126.392,1.45,55,4.6,,2001-02-25
178,126.306,1.309,38,4.8,5.4,2001-02-26
179,126.32,1.811,40,5,,2001-02-26
180,126.31,1.36,84,5.1,,2001-02-26
181,126.55,2.431,55,4.6,,2001-02-26
182,126.973,6.521,21,5.2,,2001-02-28
183,121.005,23.834,18,4.9,5.2,2001-03-01
184,126.443,1.446,28,4.8,,2001-03-03
185,126.252,1.442,15,4.9,,2001-03-04
186,126.454,1.479,54,4.9,,2001-03-06
187,121.072,18.846,25,5.4,5.5,2001-03-13
188,121.853,0.376,105,5.7,,2001-03-14
189,125.936,6.642,117,4.9,,2001-03-20
190,128.467,2.46,46,4.9,,2001-03-20
191,126.232,3.792,30,5,,2001-03-25
192,127.388,5.724,42,4.8,,2001-04-14
193,126.882,3.076,25,4.7,5.2,2001-04-16
194,120.552,18.496,34,4.5,,2001-04-24
195,121.057,23.612,10,4.7,,2001-04-27
196,120.921,18.965,31,4.6,,2001-04-30
197,119.949,17.187,35,4.8,,2001-05-03
198,126.198,0.374,26,5.4,5.6,2001-05-03
199,126.378,0.392,25,5.2,,2001-05-03
200,126.267,1.308,55,4.7,,2001-05-04
201,121.073,16.458,25,4.8,,2001-05-11
202,124.609,11.29,10,4.5,,2001-05-17
203,125.461,9.675,19,4.6,,2001-05-24
204,126.25,3.989,106,5.3,,2001-06-10
205,121.142,23.121,6,4.5,,2001-06-10
206,127.197,3.259,28,4.7,,2001-06-11
207,127.056,7.563,48,4.4,,2001-06-12
208,123.402,23.931,39,4.7,4.9,2001-06-13
209,121.135,23.13,1,4.9,5.1,2001-06-19
210,121.137,23.137,10,4.8,5.2,2001-06-19
211,128.522,3.022,217,5,,2001-06-20
212,125.607,1.392,74,5.4,,2001-06-23
213,124.806,11.097,15,4.5,,2001-06-24
214,119.962,17.186,35,4.3,,2001-06-25
215,126.894,8.448,15,5,,2001-06-25
216,126.933,8.411,15,5,,2001-06-25
217,125.247,0.347,72,5,,2001-06-26
218,120.868,13.693,32,5,5.3,2001-07-08
219,126.766,6.083,102,5.4,,2001-07-20
220,120.611,13.905,114,5.2,,2001-07-23
221,125.29,12.14,45,5,,2001-07-24
222,123.342,12.668,15,4.7,5,2001-07-30
223,126.302,1.459,38,5.1,5.8,2001-07-31
224,117.424,7.993,20,4.7,5,2001-07-31
225,126.864,2.744,27,4.8,,2001-08-02
226,126.882,2.74,54,4.2,5,2001-08-02
227,125.918,13.678,38,4.8,,2001-08-03
228,126.903,2.771,35,5.6,5.8,2001-08-04
229,128.306,0.595,25,4.3,5.1,2001-08-04
230,127.012,2.821,27,4.6,5,2001-08-05
231,121.033,21.498,33,4.9,,2001-08-06
232,121.057,21.386,10,4.4,,2001-08-07
233,123.407,12.59,22,4.6,,2001-08-12
234,126.917,2.692,42,4.2,5,2001-08-12
235,127.804,4.277,152,5.1,,2001-08-15
236,122.174,10.158,26,4.6,,2001-08-22
237,126.023,1.177,52,4.3,5.1,2001-08-25
238,126.356,1.106,10,4.3,4.9,2001-08-26
239,119.546,13.235,13,4.6,,2001-08-26
240,126.373,1.059,25,4.3,5,2001-08-26
241,126.446,1.109,30,4.6,,2001-08-26
242,126.338,1.044,31,5.8,5.8,2001-08-27
243,126.491,1.153,30,4.9,,2001-08-27
244,126.446,1.182,30,5.2,,2001-08-27
245,126.402,1.07,30,5,,2001-08-27
246,126.342,1.053,30,5,,2001-08-27
247,124.188,13.029,35,4.5,,2001-08-31
248,124.13,13.033,43,4.3,,2001-08-31
249,125.964,1.157,42,5.3,,2001-09-01
250,126.455,9.526,25,4.8,,2001-09-06
251,125.787,0.81,15,4.1,5,2001-09-08
252,120.674,23.236,12,5,,2001-09-17
253,119.885,16.843,30,4.6,,2001-09-18
254,120.285,13.084,34,4.7,,2001-09-23
255,122.629,1.143,10,4.3,,2001-10-02
256,125.831,0.795,31,5.6,5.6,2001-10-13
257,126.61,4.177,24,5.1,,2001-10-16
258,126.399,1.811,44,5.2,5.5,2001-10-21
259,128.654,3.898,22,4.4,5.2,2001-10-21
260,126.392,1.696,39,4.8,,2001-10-22
261,126.792,3.118,40,4.7,,2001-10-22
262,126.554,3.545,31,5.2,,2001-10-23
263,122.121,23.694,16,4.8,,2001-10-26
264,126.522,1.561,32,5.1,,2001-10-29
265,126.811,6.039,98,5,,2001-11-02
266,121.039,23.929,15,4.6,,2001-11-04
267,122.369,9.677,16,4.7,5,2001-11-15
268,121.01,18.479,20,5,5.3,2001-11-18
269,125.312,23.076,10,5.2,5.5,2001-11-25
270,120.167,18.964,27,5.3,5.5,2001-12-04
271,123.415,1.382,25,4.9,,2001-12-09
272,128.335,2.839,28,4.9,5.1,2001-12-10
273,123.448,0.101,84,4.9,,2001-12-18
274,122.786,23.984,20,7.2,6.3,2001-12-18
275,122.773,23.868,25,4.8,,2001-12-18
276,122.793,23.792,25,4.6,,2001-12-18
277,122.822,23.915,41,4.8,,2001-12-19
278,128.532,2.885,27,4.7,5.2,2001-12-23
279,126.644,2.211,29,5.4,,2001-12-26
280,125.507,6.264,41,4.4,,2001-12-26
281,121.246,22.65,6,4.7,,2001-12-27
282,124.375,11.466,15,4.3,,2001-12-31
283,125.673,6.31,137,6,,2002-01-01
284,123.576,0.582,286,5.1,,2002-01-05
285,120.968,22.892,9,4.5,,2002-01-07
286,119.6,0.299,22,5.2,,2002-01-11
287,125.341,23.922,31,5.1,5.3,2002-01-16
288,121.671,21.897,10,4.7,,2002-01-22
289,120.377,18.269,25,4.7,,2002-01-26
290,122.435,8.864,15,4.9,,2002-02-06
291,126.31,2.989,40,5.5,,2002-02-07
292,128.36,3.054,51,5.1,,2002-02-07
293,121.749,2.148,558,4.9,,2002-02-08
294,121.194,20.848,26,4.6,,2002-02-09
295,121.632,23.784,51,5.4,5.8,2002-02-12
296,121.121,19.262,33,5,5,2002-02-12
297,126.056,1.165,39,4.7,,2002-02-17
298,126.457,4.029,52,4.6,,2002-02-23
299,119.83,0.72,35,4.2,5.1,2002-03-05
300,124.227,6.021,31,7.1,6.3,2002-03-05
301,124.394,5.869,30,4.6,,2002-03-06
302,124.725,5.746,27,4.6,5,2002-03-06
303,124.457,5.569,30,4.7,4.9,2002-03-06
304,124.204,5.763,28,5,,2002-03-07
305,124.234,5.742,30,4.8,,2002-03-08
306,124.181,5.785,25,5.7,5.6,2002-03-08
307,124.236,5.852,30,4.7,5,2002-03-08
308,124.272,5.828,27,4.9,,2002-03-08
309,122.109,20.205,28,5.3,5.4,2002-03-10
310,124.347,5.907,50,4.6,,2002-03-10
311,122.327,0.585,97,5.6,,2002-03-17
312,123.222,1.312,29,4.4,4.8,2002-03-17
313,123.592,16.501,25,4.8,,2002-03-20
314,126.315,4.531,83,5.5,,2002-03-22
315,128.105,1.335,119,5.5,,2002-03-23
316,126.288,2.963,40,5.1,,2002-03-25
317,124.066,23.324,22,6.7,5.7,2002-03-26
318,124.021,23.27,14,4.8,,2002-03-26
319,124.045,23.307,10,4.7,,2002-03-26
320,126.697,6.504,52,4.6,,2002-03-27
321,128.314,2.257,127,5.3,,2002-03-28
322,124.626,5.711,31,4.5,,2002-03-29
323,125.885,1.923,119,5,,2002-03-30
324,117.097,7.211,15,4.6,4.8,2002-04-07
325,125.344,1.061,55,5.5,,2002-04-13
326,126.745,7.295,35,5.3,,2002-04-14
327,126.578,3.543,17,4.9,,2002-04-15
328,126.895,3.415,37,4.8,,2002-04-18
329,126.865,3.421,19,5.1,5.3,2002-04-18
330,124.025,12.827,35,4.7,,2002-04-19
331,126.877,3.45,28,4.6,,2002-04-20
332,126.879,3.433,15,4.6,,2002-04-20
333,121.655,22.795,18,4.5,5,2002-04-20
334,124.377,5.228,35,5.3,5.2,2002-04-20
335,124.318,5.213,35,4.7,,2002-04-21
336,126.167,1.226,36,5,,2002-04-23
337,126.791,6.605,202,5,,2002-04-25
338,124.38,5.18,35,5.1,5.2,2002-05-04
339,125.865,0.849,31,4.2,4.9,2002-05-06
340,128.369,2.638,207,5.7,,2002-05-09
341,121.36,22.215,41,4.9,,2002-05-10
342,122.772,23.893,40,4.8,,2002-05-10
343,126.238,10.861,35,4.8,,2002-05-10
344,120.029,17.14,30,4.8,,2002-05-11
345,121.138,19.223,32,5.3,5.4,2002-05-13
346,121.144,19.212,30,5.3,5.6,2002-05-13
347,123.955,23.252,13,4.3,,2002-05-14
348,122.158,5.716,20,4.1,4.8,2002-05-14
349,125.432,3.464,35,4.9,5.3,2002-05-14
350,126.578,2.015,39,4,5,2002-05-21
351,121.156,19.162,15,4.6,,2002-05-21
352,125.508,12.205,54,4.8,,2002-05-22
353,126.579,4.112,30,4.7,,2002-05-22
354,126.531,4.062,27,4.5,5,2002-05-22
355,126.45,4.056,28,4.5,5,2002-05-22
356,126.556,4.125,37,4.5,4.9,2002-05-23
357,122.003,19.776,29,4.7,,2002-05-25
358,127.281,1.755,107,5.9,,2002-05-26
359,126.527,4.132,48,4.3,4.8,2002-05-26
360,125.595,12.202,48,4.5,,2002-06-01
361,125.892,6.096,79,4.9,,2002-06-09
362,123.937,7.561,25,5.1,5.3,2002-06-14
363,121.632,23.482,41,4.5,,2002-06-14
364,119.798,0.452,17,5.5,5.5,2002-06-16
365,123.124,8.857,22,4.6,,2002-06-20
366,125.858,23.048,17,4.7,,2002-06-21
367,121.248,19.16,30,4.6,,2002-06-24
368,126.199,11.327,12,4.7,,2002-06-29
369,126.009,0.982,41,4.5,5.1,2002-07-10
370,121.839,1.045,27,4.3,4.9,2002-07-11
371,121.119,19.228,25,4.6,,2002-07-12
372,122.753,23.932,38,4.5,5,2002-07-13
373,122.286,23.975,43,4.5,,2002-07-17
374,122.2,23.344,20,4.5,4.8,2002-07-17
375,122.781,1.303,34,5.1,5.3,2002-07-19
376,126.207,1.068,27,4,4.9,2002-07-20
377,124.108,0.031,24,4.3,4.9,2002-07-23
378,121.212,19.162,46,4.5,4.8,2002-07-27
379,126.452,6.368,39,5.5,,2002-07-29
380,119.969,19.366,15,4.7,,2002-07-30
381,122.037,0.27,191,4.9,,2002-08-02
382,126.103,1.387,47,5.1,,2002-08-07
383,127.456,1.553,127,5.1,,2002-08-08
384,126.649,8.32,55,4.7,,2002-08-16
385,120.561,18.868,39,4.4,,2002-08-17
386,121.482,22.166,35,5.2,5.7,2002-08-28
387,120.618,13.581,10,5.4,5.4,2002-09-03
388,120.737,23.881,30,4.7,,2002-09-06
389,125.526,23.393,18,5.3,,2002-09-08
390,122.957,1.343,30,4.7,,2002-09-10
391,126.374,1.726,37,4.3,5.2,2002-09-10
392,128.465,2.834,52,4.7,,2002-09-13
393,125.493,12.652,24,4.6,4.8,2002-09-16
394,121.593,21.954,10,4.7,,2002-09-18
395,121.456,13.458,23,4.6,,2002-09-19
396,121.205,22.66,4,4.7,,2002-09-24
397,121.396,20.106,44,4.6,,2002-09-26
398,120.62,23.326,16,4.7,,2002-09-30
399,126.657,2.371,38,4.3,5.2,2002-10-07
400,126.217,9.183,60,5,,2002-10-09
401,121.607,7.715,20,4.5,,2002-10-10
402,118.412,15.084,15,5.6,5.6,2002-10-12
403,118.434,15.033,15,4.8,,2002-10-13
404,121.166,21.174,29,4.4,,2002-10-15
405,126.526,3.661,106,5.2,,2002-10-16
406,121.279,19.142,20,4.8,4.8,2002-10-27
407,122.019,19.874,27,4.5,,2002-10-28
408,121.436,21.856,18,4.9,,2002-10-31
409,123.182,1.264,35,4.6,,2002-10-31
410,128.722,2.249,25,4.7,5.1,2002-11-09
411,121.754,14.403,20,4.8,,2002-11-11
412,120.715,13.95,204,5,,2002-11-11
413,121.291,19.807,33,4.4,4.6,2002-11-14
414,126.963,7.332,25,4.3,4.8,2002-11-16
415,126.914,2.587,40,4.8,,2002-11-17
416,120.86,13.544,180,4.8,,2002-11-23
417,121.623,21.246,59,4.7,,2002-11-26
418,122.519,23.901,28,4.4,4.6,2002-11-26
419,120.85,12.314,15,4.5,4.8,2002-11-27
420,120.872,12.302,35,4.7,,2002-11-27
421,124.306,5.104,22,4.6,,2002-11-30
422,123.363,23.823,36,4.5,4.9,2002-11-30
423,122.298,23.983,40,4.5,,2002-12-01
424,126.276,1.419,21,5.5,5.5,2002-12-02
425,126.516,3.894,58,4.6,,2002-12-05
426,121.865,21.468,10,4.7,,2002-12-07
427,127.029,2.505,35,4.7,,2002-12-08
428,126.581,9.313,31,4.4,4.8,2002-12-18
429,126.283,0.888,25,5.4,,2002-12-19
430,121.409,21.725,15,4.8,4.9,2002-12-21
431,123.146,4.977,600,5.4,,2002-12-21
432,119.882,17.142,35,5.1,5.3,2002-12-22
433,126.567,3.482,55,4.6,,2002-12-23
434,127.954,2.558,46,4.8,,2002-12-29
435,123.294,7.376,25,6.2,5.6,2002-12-30
436,121.399,20.111,40,5.3,5.4,2003-01-06
437,119.43,15.676,15,5.7,5.4,2003-01-06
438,123.531,0.087,157,5.1,,2003-01-09
439,120.543,19.007,20,4.5,4.8,2003-01-13
440,122.62,1.918,493,5.2,,2003-01-17
441,128.569,2.618,48,4.2,5.1,2003-01-21
442,125.727,0.802,20,4.8,,2003-01-24
443,126.476,2.85,42,5.1,,2003-01-28
444,126.375,1.539,30,4.7,,2003-01-30
445,121.569,20.912,65,4.9,,2003-02-08
446,123.887,12.166,15,5.6,5.3,2003-02-15
447,124.011,12.205,9,6.3,5.7,2003-02-15
448,123.967,11.997,10,4.5,,2003-02-17
449,126.448,3.496,57,4.6,,2003-02-18
450,121.64,21.907,10,4.4,,2003-02-19
451,121.304,20.111,27,4.3,,2003-02-20
452,126.372,1.408,40,4.7,,2003-02-20
453,128.975,1.629,15,4.6,,2003-02-28
454,121.776,15.528,22,5.1,5,2003-03-02
455,123.834,6.588,51,4.7,,2003-03-06
456,126.299,9.918,27,4.8,,2003-03-08
457,126.933,7.445,20,4.4,5.1,2003-03-08
458,127.262,1.672,90,6.3,,2003-03-10
459,126.265,7.911,36,4.8,,2003-03-13
460,125.756,12.165,31,4.8,5.2,2003-03-16
461,125.743,12.139,37,5,,2003-03-16
462,125.697,12.129,32,4.7,,2003-03-16
463,126.321,1.616,55,4.7,,2003-03-16
464,120.596,18.844,35,4.3,,2003-03-18
465,126.627,2.091,67,5.1,,2003-04-02
466,120.471,23.129,20,4.3,,2003-04-03
467,123.818,12.132,10,4.5,,2003-04-03
468,126.069,0.529,25,4.6,,2003-04-06
469,126.86,5.563,60,5.1,,2003-04-07
470,121.178,18.947,50,5.2,5.3,2003-04-07
471,126.699,7.649,53,4.2,5.1,2003-04-11
472,120.685,13.825,133,5,,2003-04-12
473,121.966,0.175,200,5.1,,2003-04-16
474,126.481,10.348,15,4.6,,2003-04-17
475,126.568,4.773,87,4.9,,2003-04-20
476,121.891,1.228,35,5.1,,2003-04-24
477,126.536,2.198,58,4.7,,2003-04-26
478,125.532,6.011,87,4.9,,2003-04-26
479,120.163,21.776,27,4.1,4.7,2003-05-02
480,123.992,12.003,10,4.8,4.9,2003-05-02
481,127.359,0.186,116,6,,2003-05-05
482,127.99,3.67,45,6.2,,2003-05-05
483,122.55,17.301,20,4.5,4.9,2003-05-10
484,126.287,1.766,40,4.7,,2003-05-12
485,121.134,19.197,37,4.3,5,2003-05-15
486,126.89,1.921,90,5,,2003-05-16
487,121.234,19.146,15,4.3,4.9,2003-05-17
488,125.069,13.833,36,4.6,,2003-05-17
489,128.861,1.865,15,4.5,,2003-05-19
490,121.41,20.122,39,4.5,,2003-05-19
491,123.884,0.092,119,5.2,,2003-05-22
492,125.436,11.292,50,4.2,5.4,2003-05-22
493,124.152,11.938,16,5.2,5,2003-05-23
494,124.151,12.017,15,4.5,4.7,2003-05-23
495,124.149,11.969,10,4.7,,2003-05-23
496,126.523,1.23,43,4.8,,2003-05-25
497,125.435,9.618,25,4.7,,2003-05-26
498,120.451,1.075,41,4.6,5,2003-05-26
499,128.886,2.355,25,6.9,6.4,2003-05-26
500,123.732,6.75,566,6.3,,2003-05-26
501,128.823,1.88,23,4.7,5.2,2003-05-27
502,128.814,2.385,15,4.8,,2003-05-27
503,126.815,2.399,31,4.2,5.3,2003-05-28
504,128.917,2.372,26,4.8,5.2,2003-05-29
505,128.851,0.533,35,4.1,4.9,2003-05-29
506,128.779,2.483,58,5,,2003-05-29
507,128.822,2.551,48,4.8,,2003-05-30
508,126.444,6.219,72,4.8,,2003-05-30
509,121.463,22.933,21,4.5,,2003-05-31
510,128.861,2.47,60,5.1,,2003-06-03
511,119.875,0.847,35,4.5,,2003-06-03
512,123.919,23.614,37,4.4,,2003-06-03
513,122.914,23.919,10,4.5,,2003-06-05
514,121.368,19.886,48,5,5.4,2003-06-08
515,125.64,12.807,25,4.3,,2003-06-08
516,121.639,23.544,45,5.7,5.8,2003-06-10
517,119.219,15.438,15,4.6,,2003-06-10
518,120.467,13.208,52,5.1,5.6,2003-06-12
519,121.171,21.325,31,4.4,,2003-06-14
520,124.098,12.07,17,4.4,,2003-06-15
521,123.952,6.719,52,5.2,4.9,2003-06-16
522,121.603,23.541,44,5,5.2,2003-06-16
523,126.781,4.732,59,4.3,5.3,2003-06-26
524,123.793,12.199,15,4.3,,2003-06-26
525,123.884,12.341,17,5.7,5.2,2003-06-26
526,121.932,20.53,15,4.2,,2003-06-26
527,126.216,0.878,43,5.4,,2003-06-30
528,122.559,4.564,610,5.9,,2003-07-01
529,124.922,12.865,38,5.7,5.6,2003-07-01
530,125.46,9.637,25,4.4,,2003-07-06
531,121.984,20.5,23,5.3,5.3,2003-07-07
532,122.062,20.501,18,5,,2003-07-07
533,121.986,20.536,19,4.3,,2003-07-07
534,121.994,20.465,17,4.3,,2003-07-07
535,122.016,9.328,48,5.5,5.6,2003-07-11
536,122.03,9.276,52,4,4.9,2003-07-13
537,126.497,6.439,44,4.4,5.1,2003-07-14
538,126.74,1.325,15,4.8,,2003-07-14
539,119.593,18.01,30,4.8,,2003-07-17
540,119.6,18.003,25,5.2,,2003-07-17
541,124.425,0.08,77,5.7,,2003-07-24
542,126.925,5.093,15,5.2,5.2,2003-07-31
543,126.325,1.54,58,4.7,,2003-08-03
544,120.487,21.983,36,4.9,,2003-08-04
545,126.396,6.01,25,5.1,,2003-08-04
546,126.354,5.88,15,4.7,,2003-08-04
547,121.67,23.936,6,4.7,,2003-08-06
548,123.86,12.192,10,4.6,,2003-08-07
549,128.245,1.178,15,5.6,5.7,2003-08-11
550,128.282,1.228,53,5.4,,2003-08-11
551,121.789,20.319,81,5.2,,2003-08-17
552,126.055,0.184,27,4.4,5.1,2003-08-28
553,119.692,13.89,21,5,5.3,2003-08-31
554,122.169,12.147,19,4.9,,2003-09-01
555,122.339,12.099,24,5.4,5.5,2003-09-01
556,121.578,21.944,10,4.3,,2003-09-06
557,121.403,22.68,100,4.9,,2003-09-10
558,121.009,18.644,70,5.5,,2003-09-14
559,120.591,21.925,34,4.6,,2003-09-24
560,126.23,0.47,42,4.4,5.2,2003-09-24
561,119.56,17.953,15,4.5,,2003-09-25
562,119.529,17.927,15,4.6,,2003-09-26
563,119.446,17.864,38,4.6,,2003-09-28
564,125.895,4.612,163,4.8,,2003-10-02
565,126.738,2.376,42,4.4,5.3,2003-10-05
566,119.951,13.78,42,5.7,5.8,2003-10-09
