lon,lat,depth,mw,date
126.276,3.766,45,4.7,28/9/1998
126.371,3.858,17,5.6,28/9/1998
126.363,3.789,47,4.7,29/9/1998
126.431,3.872,50,4.5,30/9/1998
126.612,3.564,15,4.5,2/10/1998
121.676,22.115,24,5,9/10/1998
123.497,1.388,30,4.8,11/10/1998
121.541,21.824,15,4.2,13/10/1998
121.37,19.888,44,4.8,16/10/1998
126.679,1.605,51,4.9,18/10/1998
126.361,1.631,53,5,23/10/1998
124.566,12.881,54,4.3,26/10/1998
126.857,0.918,59,4.8,28/10/1998
125.885,0.841,46,6.1,28/10/1998
125.815,0.771,15,4.6,29/10/1998
125.866,0.743,41,4.7,29/10/1998
126.594,2.414,54,4.5,30/10/1998
121.202,22.025,15,4.7,3/11/1998
121.207,19.095,52,4.6,3/11/1998
124.81,12.84,36,5.3,5/11/1998
124.84,12.83,49,4.5,5/11/1998
124.75,12.798,52,4.4,6/11/1998
124.681,12.826,43,4.9,6/11/1998
124.756,12.869,43,4.4,6/11/1998
124.66,12.797,56,4.3,8/11/1998
123.475,23.553,31,4.4,9/11/1998
121.409,20.141,36,4.4,11/11/1998
120.825,22.761,24,5.1,17/11/1998
121.768,23.785,44,4,19/11/1998
125.843,22.702,10,5.6,19/11/1998
126.434,1.659,43,5.5,19/11/1998
120.186,13,31,4.9,23/11/1998
119.01,13.864,15,4.2,29/11/1998
120.144,13.534,37,4.7,1/12/1998
120.841,20.077,22,5.4,4/12/1998
126.198,1.291,35,6.2,6/12/1998
120.611,0.454,55,4.6,7/12/1998
125.774,0.802,15,4.9,9/12/1998
126.085,1.12,15,4.8,11/12/1998
125.997,1.153,15,4.7,16/12/1998
126.158,1.189,33,5,16/12/1998
126.073,1.128,32,5.7,16/12/1998
122.458,17.309,35,4.6,17/12/1998
126.041,1.199,21,5.2,18/12/1998
121.945,9.936,34,4.6,19/12/1998
125.455,23.819,10,4.6,19/12/1998
126.049,1.059,38,4.7,19/12/1998
122.903,9.009,15,4.4,29/12/1998
118.877,1.465,57,4.7,29/12/1998
128.622,1.805,48,4.9,30/12/1998
126.794,4.06,15,4.4,1/1/1999
125.869,5.625,139,5.1,6/1/1999
126.44,4.616,98,5.1,12/1/1999
123.566,6.999,48,4.5,19/1/1999
120.981,16.495,15,4.4,21/1/1999
126.624,1.587,67,4.7,22/1/1999
126.084,0.489,68,4.6,24/1/1999
126.313,4.209,86,5.1,25/1/1999
126.74,2.369,48,5.1,25/1/1999
126.592,2.375,57,4.9,25/1/1999
126.62,7.691,71,4.6,26/1/1999
126.524,0.757,15,4.5,29/1/1999
126.344,1.54,73,5.1,30/1/1999
125.902,1.23,15,4.4,30/1/1999
126.399,3.831,50,4.8,3/2/1999
127.199,9.449,11,4.7,6/2/1999
121.187,19.232,26,5.3,6/2/1999
118.914,22.446,15,4.3,9/2/1999
122.461,23.957,37,4.5,13/2/1999
123.781,0.435,245,4.8,15/2/1999
127.664,3.113,80,4.7,16/2/1999
127.139,9.473,15,4.4,16/2/1999
124.218,11.647,15,4.4,17/2/1999
122.443,8.69,45,4.1,20/2/1999
119.492,0.189,39,5.8,23/2/1999
125.492,9.763,15,4.2,23/2/1999
119.477,0.202,36,5,25/2/1999
121.859,5.388,28,6.5,4/3/1999
122.089,5.365,10,4.6,4/3/1999
122.092,5.35,36,4.4,4/3/1999
121.953,5.415,24,4.2,5/3/1999
122.052,5.238,16,5.1,5/3/1999
122.065,5.404,31,4,5/3/1999
121.892,5.377,17,4,6/3/1999
122.064,5.191,36,4.8,6/3/1999
121.888,5.288,10,4.2,7/3/1999
122.072,5.24,14,4.4,7/3/1999
122.087,5.23,40,4.5,7/3/1999
121.987,9.964,31,4.3,9/3/1999
127.137,2.275,62,5,10/3/1999
121.988,5.526,23,4.4,10/3/1999
121.839,5.486,9,4.5,11/3/1999
122.023,5.524,25,4.5,11/3/1999
121.93,5.518,31,4.6,11/3/1999
126.412,8.105,26,4.1,13/3/1999
126.42,8.097,24,4.6,13/3/1999
126.442,8.128,15,4.5,13/3/1999
125.501,13.26,15,4.2,14/3/1999
125.6,2.706,98,5.4,16/3/1999
122.446,9.659,35,4.2,17/3/1999
126.336,2.979,68,4.9,18/3/1999
126.517,5.637,56,4.8,21/3/1999
120.067,1.004,35,4.4,23/3/1999
120.019,20.789,21,4.7,30/3/1999
119.639,0.713,38,4.8,1/4/1999
122.451,0.181,179,5.1,2/4/1999
124.41,7.36,15,4.1,4/4/1999
121.918,9.861,25,4.6,5/4/1999
119.311,18.054,15,4.2,12/4/1999
126.859,0.746,66,5,14/4/1999
122.71,8.545,35,4.6,16/4/1999
119.979,15.98,15,4.2,16/4/1999
127.386,1.922,112,5.1,20/4/1999
121.929,5.46,33,4.8,23/4/1999
121.396,16.752,20,4.6,26/4/1999
121.749,12.305,25,4.6,1/5/1999
122.014,21.375,10,4.4,6/5/1999
124.78,12.944,34,4.3,16/5/1999
123.814,5.614,20,5.5,18/5/1999
126.436,3.848,63,4.9,21/5/1999
126.263,8.651,107,4.8,22/5/1999
121.164,13.967,15,4.3,22/5/1999
124.87,12.885,47,4.5,25/5/1999
119.847,15.335,67,5.2,27/5/1999
126.49,1.615,59,4.2,30/5/1999
123.426,0.08,155,5.7,2/6/1999
125.897,8.614,34,5.3,7/6/1999
125.911,8.555,15,4.5,7/6/1999
125.857,8.506,25,4.4,7/6/1999
126.002,8.602,40,5,9/6/1999
125.886,8.541,25,4.4,9/6/1999
121.753,23.713,15,4.7,10/6/1999
121.383,17.41,38,4.6,12/6/1999
121.238,19.094,49,4.6,13/6/1999
123.182,1.312,30,4.5,14/6/1999
125.865,8.501,16,4.5,16/6/1999
126.597,5.479,43,5.9,18/6/1999
126.674,5.46,63,4.7,18/6/1999
126.273,4.398,15,4.5,20/6/1999
120.241,21.25,15,4.6,25/6/1999
126.321,3.843,50,5,25/6/1999
120.311,21.348,15,4.2,26/6/1999
124.837,12.816,33,4.5,28/6/1999
122.143,10.706,32,4.6,28/6/1999
128.628,2.571,226,4.6,29/6/1999
127.436,4.858,91,5.4,30/6/1999
122.057,1.333,15,4.5,6/7/1999
120.714,23.333,15,4.8,7/7/1999
126.655,5.471,57,5.5,12/7/1999
126.583,2.097,67,4.7,13/7/1999
126.374,8.544,83,5,23/7/1999
126.846,6.562,79,4.7,23/7/1999
123.14,23.145,16,4.6,31/7/1999
125.324,12.516,25,4.7,3/8/1999
126.777,6.46,102,5,3/8/1999
121.224,22.801,13,4.5,4/8/1999
126.917,5.884,78,5.1,8/8/1999
126.522,7.27,130,4.8,10/8/1999
121.212,20.089,33,4.5,14/8/1999
124.23,11.809,34,4.9,15/8/1999
119.353,16,15,4.5,17/8/1999
126.594,2.228,75,4.7,19/8/1999
126.48,5.66,15,4.6,21/8/1999
121.168,19.194,49,4.3,23/8/1999
126.377,5.412,66,4.7,25/8/1999
125.947,10.417,48,5.5,26/8/1999
121.137,19.11,41,5.2,26/8/1999
126.187,5.925,67,5.3,1/9/1999
119.369,15.58,15,4.4,7/9/1999
123.612,7.151,42,4.6,8/9/1999
125.665,13.517,15,4.6,9/9/1999
127.128,2.956,15,4.7,10/9/1999
121.835,22.336,32,4.9,10/9/1999
128.094,2.247,32,4.3,11/9/1999
126.945,2.93,51,4.7,12/9/1999
127.869,2.655,53,4.4,16/9/1999
120.185,21.28,15,4.5,16/9/1999
120.208,21.311,15,4.7,16/9/1999
122.668,1.279,25,4.7,18/9/1999
120.888,23.832,19,7.6,20/9/1999
121.049,23.68,25,6,20/9/1999
121.105,23.886,37,6,20/9/1999
121.055,23.712,14,6.1,20/9/1999
121.111,23.872,22,6.1,20/9/1999
121.082,23.841,27,6,20/9/1999
120.868,23.521,10,4.8,20/9/1999
121.439,23.911,15,4.9,20/9/1999
121.402,23.709,10,4.7,20/9/1999
120.868,23.491,10,6.5,20/9/1999
120.784,23.634,13,5.1,20/9/1999
120.848,23.475,15,4.7,20/9/1999
120.982,23.838,30,4.8,21/9/1999
121.384,23.818,10,5,21/9/1999
120.826,23.606,15,4.6,21/9/1999
121.348,23.829,15,4.4,21/9/1999
121.329,23.814,11,5.1,21/9/1999
121.445,23.892,10,5,21/9/1999
121.142,23.8,28,6.4,22/9/1999
121.083,23.749,22,5.9,22/9/1999
121.4,23.804,15,4.8,22/9/1999
121.013,23.701,36,4.8,22/9/1999
121.006,23.956,24,4.4,23/9/1999
121.112,23.929,20,4.8,23/9/1999
121.42,23.908,10,4.8,23/9/1999
122.653,1.305,27,4.2,25/9/1999
121.004,23.649,26,4.9,25/9/1999
121.095,23.798,22,6.5,25/9/1999
121.399,23.714,10,5.2,27/9/1999
127.938,2.663,38,5,27/9/1999
121.383,23.767,15,4.5,27/9/1999
120.674,23.977,15,4.6,28/9/1999
120.938,23.172,10,4.4,28/9/1999
125.001,1.928,158,5.3,29/9/1999
120.92,23.68,20,4.8,1/10/1999
120.895,22.141,15,4.7,2/10/1999
127.278,2.653,46,4.6,4/10/1999
120.928,23.779,15,4.7,4/10/1999
122.984,1.34,40,4.4,5/10/1999
121.046,23.801,15,4.6,5/10/1999
125.206,13.779,19,4.8,7/10/1999
121.217,19.019,51,4.4,9/10/1999
121.353,23.939,11,5.3,13/10/1999
120.496,16.154,36,4.3,15/10/1999
125.958,0.489,63,4.8,17/10/1999
126.067,0.484,69,4.8,17/10/1999
121.351,23.934,10,4.9,18/10/1999
121.095,23.67,29,4.8,18/10/1999
121.05,23.673,38,4.7,18/10/1999
123.725,5.504,527,4.7,20/10/1999
125.262,13.77,26,5.2,21/10/1999
122.653,23.87,35,4.8,21/10/1999
120.468,23.53,21,5.7,22/10/1999
120.459,23.504,14,5.3,22/10/1999
120.411,23.513,12,4.4,22/10/1999
120.463,23.515,14,4.6,23/10/1999
120.682,23.394,15,4.5,23/10/1999
121.139,23.879,28,4.1,24/10/1999
121.112,21.042,30,4.3,25/10/1999
120.779,0.542,39,5.1,26/10/1999
122.827,23.971,11,4.4,29/10/1999
121.414,23.922,56,4.6,30/10/1999
123.76,21.845,15,4.3,31/10/1999
122.518,23.795,28,4.6,1/11/1999
121.584,23.437,52,6.2,1/11/1999
122.11,19.441,15,4.4,3/11/1999
126.206,5.691,85,4.7,4/11/1999
120.438,23.492,15,4.2,12/11/1999
122.497,23.96,39,4.8,13/11/1999
125.426,12.569,35,4.4,15/11/1999
120.471,23.488,15,4.5,15/11/1999
120.656,23.977,13,4.8,17/11/1999
126.033,0.524,42,5.7,18/11/1999
128.296,1.55,81,5,20/11/1999
122.853,23.975,10,4.7,26/11/1999
125.977,0.583,53,5.1,28/11/1999
125.994,0.547,42,5.1,29/11/1999
128.127,3.205,54,5.8,4/12/1999
126.256,5.346,70,5.2,5/12/1999
126.474,6.055,30,4.9,8/12/1999
126.387,5.989,57,5.1,8/12/1999
125.113,4.67,25,4.6,10/12/1999
119.765,15.757,51,6.3,11/12/1999
119.829,15.956,10,4.5,11/12/1999
119.671,16.081,34,4.9,12/12/1999
127.154,2.065,82,5.7,13/12/1999
124.521,11.304,15,4.6,15/12/1999
122.719,1.244,27,4.5,17/12/1999
119.034,16.511,15,4.4,20/12/1999
119.009,16.487,15,4.2,21/12/1999
118.961,16.537,10,4.8,22/12/1999
119.024,16.551,15,4.8,22/12/1999
119.024,16.588,10,4.3,23/12/1999
118.999,16.587,11,4.9,24/12/1999
120.079,17.769,42,4.5,25/12/1999
118.404,22.342,15,4.3,26/12/1999
128.312,1.68,69,5.6,28/12/1999
127.158,1.895,100,5,30/12/1999
126.103,10.389,58,4.5,31/12/1999
128.548,3.64,21,4.9,1/1/2017
128.446,3.65,22,4.9,1/1/2017
121.969,23.993,15,4.3,4/1/2017
128.6,3.738,15,4.6,6/1/2017
126.179,6.53,51,4.4,6/1/2017
126.159,9.994,54,4.1,6/1/2017
126.873,4.126,15,4.5,8/1/2017
120.504,18.072,33,3.8,9/1/2017
128.567,3.771,15,4.4,9/1/2017
122.543,4.457,630,6.5,10/1/2017
124.075,13.378,59,4.4,11/1/2017
128.694,3.65,15,4.5,11/1/2017
121.108,18.351,35,4.2,14/1/2017
126.349,1.234,26,4.5,14/1/2017
120.168,0.73,20,4.6,16/1/2017
121.285,19.889,27,4.1,19/1/2017
128.687,3.542,15,4.5,20/1/2017
126.684,8.882,28,4.8,20/1/2017
128.249,2.884,58,5.6,21/1/2017
127.013,3.23,15,4.5,22/1/2017
128.658,3.76,15,4.3,26/1/2017
126.436,9.918,15,4.2,29/1/2017
126.772,2.258,52,4.3,29/1/2017
125.879,9.877,77,5.1,30/1/2017
126.301,0.227,15,4.3,1/2/2017
124.726,5.748,58,4.7,4/2/2017
121.225,18.98,59,4.2,7/2/2017
125.445,9.91,13,6.4,10/2/2017
120.156,22.828,19,5,10/2/2017
125.491,9.846,23,4.2,11/2/2017
126.448,9.064,52,3.8,11/2/2017
125.425,9.837,15,4.4,12/2/2017
126.51,9.939,15,4.4,12/2/2017
125.485,9.852,15,4.2,12/2/2017
125.567,9.767,15,4.3,13/2/2017
125.537,9.751,15,4.4,13/2/2017
125.459,9.802,32,4,13/2/2017
121.702,22.586,4,4.4,14/2/2017
125.062,23.201,1,3.9,14/2/2017
126.753,3.911,44,4,15/2/2017
125.417,9.828,15,4.6,17/2/2017
124.84,23.054,15,4.4,19/2/2017
127.434,4.822,73,5.1,22/2/2017
125.626,7.009,18,4.6,23/2/2017
126.811,10.507,8,4,25/2/2017
122.547,1.257,30,4.7,26/2/2017
126.594,1.433,50,4.7,28/2/2017
126.571,1.848,37,4.8,28/2/2017
121.757,2.112,21,4.7,1/3/2017
120.216,20.397,15,4.6,2/3/2017
125.381,9.833,28,5.3,5/3/2017
128.57,2.349,61,5.5,8/3/2017
126.142,4.044,58,4.4,8/3/2017
121.17,0.626,83,5.5,14/3/2017
124.679,7.629,15,4.3,17/3/2017
123.738,10.499,21,4.3,20/3/2017
127.147,3.228,15,4.5,21/3/2017
119.27,15.952,15,4.5,25/3/2017
118.753,4.845,35,4.5,26/3/2017
122.4,9.513,41,4.5,27/3/2017
126.161,8.088,37,4.5,28/3/2017
125.896,2.774,121,5.3,29/3/2017
120.14,19.757,15,4.7,31/3/2017
120.586,0.258,99,5.5,31/3/2017
120.944,13.677,16,4.5,4/4/2017
120.948,13.597,20,4.1,4/4/2017
120.967,13.649,15,4.7,4/4/2017
120.906,13.735,17,4.2,4/4/2017
120.871,13.723,19,4.3,4/4/2017
120.997,13.647,15,4.5,5/4/2017
120.878,13.72,20,5.5,8/4/2017
120.875,13.727,16,5.7,8/4/2017
120.954,13.742,20,4.9,8/4/2017
120.956,13.65,20,4.6,8/4/2017
120.909,13.581,15,4.6,8/4/2017
120.889,13.692,15,4.2,8/4/2017
120.884,13.633,15,4.4,8/4/2017
120.955,13.731,15,4.7,9/4/2017
125.345,12.948,20,5.4,10/4/2017
127.186,5.749,32,5.5,10/4/2017
127.153,5.747,30,4.6,10/4/2017
127.373,5.679,30,4.5,10/4/2017
127.447,5.731,30,4.4,10/4/2017
127.523,5.651,25,4.2,10/4/2017
127.339,5.805,26,4.5,11/4/2017
127.259,5.688,32,4.5,11/4/2017
127.335,5.698,27,4.8,11/4/2017
127.456,5.767,30,4.4,11/4/2017
127.23,5.702,27,5.5,11/4/2017
127.34,5.744,28,4.4,11/4/2017
127.23,5.711,30,4.6,11/4/2017
127.305,5.713,28,5,11/4/2017
126.879,3.652,15,4.6,11/4/2017
124.871,7.685,22,5.5,11/4/2017
127.505,5.398,30,4.5,12/4/2017
127.339,5.741,30,4.5,12/4/2017
124.76,7.637,15,4.7,12/4/2017
127.488,5.842,30,4.6,12/4/2017
127.456,5.762,30,4.3,12/4/2017
124.831,7.662,19,5.1,12/4/2017
127.339,5.874,30,4.7,13/4/2017
127.325,5.695,28,5.2,13/4/2017
127.517,5.598,15,4.7,13/4/2017
127.39,5.678,30,4.6,13/4/2017
124.702,7.571,15,4.5,14/4/2017
124.724,7.607,15,4.4,14/4/2017
124.78,7.703,29,4.5,15/4/2017
120.854,18.832,35,4.3,16/4/2017
126.846,9.123,15,4.5,17/4/2017
125.536,9.443,15,4.6,19/4/2017
121.054,22.929,8,4.2,20/4/2017
126.184,9.233,66,5.2,23/4/2017
128.126,1.397,100,5,26/4/2017
118.184,0.574,25,4.5,26/4/2017
126.159,0.555,43,4.7,28/4/2017
124.983,5.541,35,6.9,28/4/2017
125.088,5.462,15,4.6,29/4/2017
126.747,11.279,15,4.4,29/4/2017
121.748,21.32,110,5.3,30/4/2017
126.156,0.842,15,4.6,30/4/2017
121.15,20.459,35,4.4,11/5/2017
126.748,10.637,22,4.8,13/5/2017
126.629,4.137,15,4.6,15/5/2017
121.47,23.255,28,5,15/5/2017
124.633,11.325,15,4.4,16/5/2017
123.945,9.344,547,5.7,20/5/2017
127.624,5.623,15,4.3,20/5/2017
127.464,5.693,15,4.8,21/5/2017
126.195,5.323,59,4.4,23/5/2017
120.486,23.405,15,4.5,24/5/2017
124.491,9.773,25,4.3,24/5/2017
120.249,15.027,92,5.3,25/5/2017
126.585,10.189,15,4.5,26/5/2017
126.545,5.946,15,4.6,26/5/2017
121.09,19.193,41,4.6,27/5/2017
126.379,5.854,56,4.4,27/5/2017
126.561,5.981,52,4.5,28/5/2017
120.14,20.394,15,4.4,29/5/2017
125.326,23.312,15,4.2,1/6/2017
128.642,4.179,15,4.5,1/6/2017
125.15,5.569,34,4.2,9/6/2017
126.844,3.78,15,4.4,11/6/2017
120.209,17.904,35,4.4,11/6/2017
126.544,3.702,50,4.5,12/6/2017
126.776,2.389,55,4.8,13/6/2017
126.185,9.434,59,4.3,13/6/2017
122.464,19.774,200,4.9,15/6/2017
119.162,12.843,20,4.5,15/6/2017
120.828,18.402,13,4.2,19/6/2017
128.668,2.29,34,5,20/6/2017
120.143,17.462,50,4.1,24/6/2017
126.149,10.32,25,4.3,26/6/2017
128.293,2.149,179,5,27/6/2017
126.799,1.435,83,4.9,27/6/2017
126.944,8.673,15,4.2,28/6/2017
127.245,2.215,97,4.7,1/7/2017
125.308,12.013,18,4.6,3/7/2017
126.239,0.478,54,4.5,5/7/2017
124.672,11.134,9,6.6,6/7/2017
126.837,3.76,15,4.5,6/7/2017
121.125,17.294,15,4.6,7/7/2017
126.777,2.886,52,4.6,7/7/2017
124.861,11.041,18,5.5,10/7/2017
124.677,10.983,15,4.5,10/7/2017
127.011,7.937,15,4.4,12/7/2017
124.773,12.825,25,4.5,14/7/2017
121.335,21.057,40,4.2,14/7/2017
120.077,17.157,52,4.5,14/7/2017
121.994,0.394,121,5.8,15/7/2017
120.449,21.876,15,4.3,15/7/2017
120.109,19.817,15,4.4,22/7/2017
120.228,0.275,60,5.4,23/7/2017
120.007,22.051,23,4.4,25/7/2017
121.988,10.189,32,4.8,25/7/2017
121.965,10.125,40,4.5,25/7/2017
126.632,1.167,15,4.4,28/7/2017
119.63,14.921,30,4.4,29/7/2017
125.603,4.738,30,4.6,2/8/2017
125.305,6.175,85,5.7,5/8/2017
125.204,7.943,19,4.3,5/8/2017
125.359,10.177,15,4.5,5/8/2017
126.147,9.415,56,4.6,9/8/2017
121.528,23.528,29,4.2,9/8/2017
124.069,9.478,523,5,10/8/2017
125.698,11.603,44,4.4,10/8/2017
126.2,0.572,15,4.6,10/8/2017
121.49,23.156,22,4.4,11/8/2017
120.629,13.96,184,6.1,11/8/2017
119.717,14.708,35,4.6,13/8/2017
126.328,1.375,15,4.5,17/8/2017
124.676,11.026,19,4.2,22/8/2017
120.023,13.637,33,4.4,24/8/2017
124.928,4.251,28,4.9,24/8/2017
126.914,3.699,15,4.5,24/8/2017
126.939,3.327,58,4.5,25/8/2017
122.699,1.241,29,4.5,26/8/2017
118.801,2.265,35,4.3,29/8/2017
121.156,19.227,41,4.9,29/8/2017
121.061,17.181,15,4.4,30/8/2017
126.047,7.03,15,4.4,30/8/2017
126.93,2.547,15,4,1/9/2017
126.822,3.654,54,4.5,9/9/2017
125.849,10.877,50,4.7,11/9/2017
128.621,3.735,15,4.5,16/9/2017
125.588,10.872,50,4.1,17/9/2017
121.607,23.542,26,4.5,17/9/2017
121.713,23.312,32,4.8,20/9/2017
123.35,12.798,13,4.4,21/9/2017
120.702,13.622,179,4.9,23/9/2017
124.727,7.53,15,3.7,23/9/2017
124.886,7.677,23,5.3,23/9/2017
124.847,7.607,14,4.8,23/9/2017
124.771,7.489,13,4.4,23/9/2017
124.669,7.441,15,4.3,24/9/2017
122.318,23.969,26,4.5,24/9/2017
124.213,0.819,219,4.9,25/9/2017
120.088,6.097,42,4.8,28/9/2017
127.602,1.015,19,4.6,28/9/2017
128.731,1.922,43,4.3,30/9/2017
128.438,3.894,23,5,30/9/2017
127.011,2.632,39,4.6,2/10/2017
126.549,7.344,15,3.9,5/10/2017
121.946,17.26,32,4.4,12/10/2017
127.745,1.138,32,4.8,13/10/2017
119.299,14.423,15,4.3,15/10/2017
120.212,17.51,52,4,19/10/2017
127.873,4.163,45,4.5,21/10/2017
122.944,22.529,15,4.4,21/10/2017
120.617,13.958,216,5.4,22/10/2017
125.882,1.952,21,4.9,31/10/2017
121.536,22.02,13,4.1,1/11/2017
121.621,22.001,15,4.1,1/11/2017
121.023,23.001,3,4.5,3/11/2017
121.03,22.964,8,4.4,3/11/2017
121.628,23.54,32,4.4,3/11/2017
125.862,6.239,122,5,8/11/2017
127.067,1.832,109,5.4,9/11/2017
120.698,23.64,22,4.2,11/11/2017
125.546,9.962,24,3.9,12/11/2017
122.511,23.809,32,4.3,17/11/2017
128.296,2.489,22,5.5,18/11/2017
128.18,2.477,23,4.8,18/11/2017
128.104,2.365,41,4.1,18/11/2017
128.313,2.531,15,4.5,18/11/2017
128.265,2.581,15,4.4,18/11/2017
128.263,2.441,47,3.8,19/11/2017
128.24,2.371,24,3.9,19/11/2017
126.877,7.067,15,4.3,22/11/2017
124.377,0.394,107,5.2,22/11/2017
120.725,23.56,17,4.6,22/11/2017
120.685,23.596,15,4.3,23/11/2017
126.775,4.02,15,4.6,28/11/2017
126.605,7.362,62,5.1,30/11/2017
124.948,7.725,18,4,30/11/2017
121.204,18.946,36,4.6,2/12/2017
121.412,21.734,22,4,4/12/2017
126.638,2.229,44,4.3,5/12/2017
122.674,1.339,37,4.5,5/12/2017
125.582,11.153,42,4,6/12/2017
124.951,10.926,35,4.5,9/12/2017
128.062,2.286,44,4.5,12/12/2017
128.241,2.274,33,4.6,17/12/2017
126.495,4.003,44,4.5,25/12/2017
121.104,16.44,30,4.5,26/12/2017
126.768,4.088,40,5.2,28/12/2017
126.114,10.081,55,4,30/12/2017
124.998,5.609,38,4.4,31/12/2017
126.712,4.197,15,4.2,3/1/2018
121.081,1.979,40,4.2,4/1/2018
126.562,4.161,60,5,6/1/2018
126.664,2.722,45,4.9,8/1/2018
126.787,2.293,58,4.7,10/1/2018
126.599,23.826,17,4.2,11/1/2018
126.533,1.805,15,4.5,12/1/2018
125.513,13.853,15,4.4,13/1/2018
120.417,13.367,44,4.8,14/1/2018
120.403,13.389,53,4.6,14/1/2018
123.508,0.428,250,5,15/1/2018
124.426,11.617,15,4.5,16/1/2018
121.303,19.273,25,4.1,17/1/2018
127.448,7.94,15,4.7,19/1/2018
119.984,17.099,35,4.2,20/1/2018
125.861,5.677,102,4.7,25/1/2018
121.049,22.947,7,4.4,26/1/2018
126.325,8.825,78,5,28/1/2018
121.69,8.802,35,4.5,29/1/2018
121.231,19.294,27,3.8,30/1/2018
120.688,18.136,61,4.7,6/2/2018
121.754,23.972,10,5.4,6/2/2018
121.724,23.988,20,4.3,7/2/2018
121.786,23.933,15,4.4,7/2/2018
121.639,23.94,16,4.3,8/2/2018
121.68,23.896,15,4.6,9/2/2018
121.876,23.995,15,4.4,9/2/2018
125.289,5.098,53,4.2,10/2/2018
123.428,23.246,15,4.4,10/2/2018
119.607,15.43,24,4.4,15/2/2018
126.829,3.225,35,4.7,17/2/2018
121.383,22.584,20,4.2,17/2/2018
128.989,2.5,51,4.4,19/2/2018
124.293,1.461,230,4.8,20/2/2018
121.534,23.407,40,4.4,21/2/2018
120.383,19.672,20,4.5,24/2/2018
125.508,23.576,13,4.2,24/2/2018
121.502,13.373,15,4.7,26/2/2018
126.123,0.507,53,4.7,3/3/2018
121.74,21.93,15,4.3,4/3/2018
127.058,4.133,15,4.4,4/3/2018
125.342,11.317,53,3.9,5/3/2018
116.606,6.041,20,4.5,8/3/2018
125.213,0.815,76,5,15/3/2018
124.736,8.111,17,4.2,15/3/2018
121.345,20.148,15,4.4,18/3/2018
121.492,0.501,107,5.3,18/3/2018
120.541,23.282,16,4.2,20/3/2018
127.993,1.42,17,4.4,21/3/2018
125.966,0.302,30,3.8,22/3/2018
125.696,23.465,15,4.3,22/3/2018
126.564,5.408,15,4.6,23/3/2018
125.328,23.84,21,3.9,23/3/2018
125.783,10.054,78,5.2,24/3/2018
120.773,20.501,15,4.6,24/3/2018
126.208,1.61,26,3.7,28/3/2018
121.052,23.993,23,4.4,29/3/2018
125.589,11.637,47,4.6,29/3/2018
122.515,17.339,15,4.3,30/3/2018
128.378,1.683,72,4.8,31/3/2018
121.164,12.743,37,4.4,2/4/2018
125.549,11.581,38,4.2,2/4/2018
127.954,3.038,78,5.4,3/4/2018
126.672,6.817,76,5.8,5/4/2018
127.144,3.259,15,4.1,6/4/2018
121.928,10.117,27,4.5,12/4/2018
126.819,1.365,40,5.4,15/4/2018
122.219,17.9,35,5.1,15/4/2018
125.53,12.291,45,3.8,16/4/2018
121.443,22.997,18,4.5,16/4/2018
127.052,1.344,94,4.8,17/4/2018
121.759,22.995,16,4.4,21/4/2018
127.498,4.715,135,5,22/4/2018
125.479,0.551,55,4,23/4/2018
122.495,23.968,26,4.7,23/4/2018
125.489,1.891,35,4.5,23/4/2018
121.109,22.288,15,4.4,27/4/2018
126.77,2.278,48,4.8,1/5/2018
126.504,1.846,35,4.2,1/5/2018
123.852,14.447,31,6,5/5/2018
126.053,0.966,59,4.5,10/5/2018
125.516,10.176,33,5.1,10/5/2018
123.79,6.884,545,5.5,10/5/2018
126.943,3.536,71,4.9,10/5/2018
125.63,6.152,136,5,11/5/2018
121.887,23.798,15,4.5,12/5/2018
127.066,1.132,60,4.5,12/5/2018
125.326,5.422,183,5,13/5/2018
121.36,19.913,26,4.1,14/5/2018
124.05,6.483,30,3.9,16/5/2018
119.991,1.058,25,4.3,18/5/2018
120.027,1.079,24,4.5,18/5/2018
126.079,0.918,25,4.9,21/5/2018
120.624,17.952,60,4.6,30/5/2018
121.331,22.774,10,4,31/5/2018
126.584,4.243,15,4.6,31/5/2018
123.685,7.059,45,4.5,1/6/2018
123.717,7.28,582,5.1,1/6/2018
125.606,9.364,15,4.4,1/6/2018
121.577,23.925,15,4.4,1/6/2018
122.014,12.192,27,4.4,1/6/2018
121.091,23.89,15,4.4,2/6/2018
126.679,4.591,52,5.4,2/6/2018
126.689,4.628,15,4.7,2/6/2018
126.823,4.58,15,4.6,2/6/2018
126.688,4.517,55,4.1,3/6/2018
126.783,4.659,15,4.4,3/6/2018
120.664,18.006,37,4.5,6/6/2018
122.445,9.688,19,4.6,9/6/2018
121.775,23.961,15,4.4,11/6/2018
121.771,23.937,15,4.6,11/6/2018
125.974,8.901,28,4.4,13/6/2018
126.095,6.474,147,4.8,13/6/2018
128.127,2.698,60,4.9,14/6/2018
126.576,11.239,15,4.6,17/6/2018
125.6,6.164,137,5.3,17/6/2018
119.72,14.942,40,4.9,17/6/2018
121.377,20.102,20,4.3,18/6/2018
120.35,6.037,10,4.4,19/6/2018
126.731,3.89,15,4.5,23/6/2018
125.653,9.273,25,4,24/6/2018
126.112,0.524,33,4.4,27/6/2018
128.505,2.489,220,4.8,28/6/2018
125.181,11.778,45,4.8,1/7/2018
120.504,13.972,139,5.3,3/7/2018
