lon,lat,depth,mw,date
120.514,18.937,37,4.6,6/12/2008
120.606,0.52,40,4.8,6/12/2008
122.176,23.906,46,4.6,7/12/2008
126.939,1.229,74,5,9/12/2008
126.482,1.543,46,4.8,11/12/2008
123.478,0.088,138,6,11/12/2008
122.298,1.291,44,4.5,18/12/2008
127.157,2.339,104,5.3,18/12/2008
126.893,1.246,74,4.9,19/12/2008
126.724,9.049,20,5.1,20/12/2008
120.588,22.918,24,4.7,23/12/2008
128.845,2.505,26,5.3,23/12/2008
125.44,5.788,209,5.9,25/12/2008
124.23,5.334,421,5.5,25/12/2008
125.786,5.455,137,5,30/12/2008
127.427,4.923,58,5.3,31/12/2008
121.939,1.392,30,4.3,1/1/2009
119.884,21.53,41,4.5,2/1/2009
122.009,1.157,35,4.8,4/1/2009
127.362,1.822,103,5.3,7/1/2009
119.694,16.188,33,4.3,9/1/2009
126.897,6.547,105,5.1,11/1/2009
121.215,19.281,33,4.2,18/1/2009
127.135,7.795,24,5,19/1/2009
121.228,21.209,15,5.2,23/1/2009
126.305,5.481,144,4.9,24/1/2009
126.621,3.739,25,4.7,26/1/2009
128.617,2.437,211,4.8,28/1/2009
124.902,10.969,16,5,29/1/2009
123.526,1.34,19,4.7,9/2/2009
127.271,1.798,116,5,9/2/2009
121.186,22.664,7,4.6,9/2/2009
126.525,3.871,30,7.3,11/2/2009
126.584,3.93,39,5.5,11/2/2009
126.788,4.038,26,6,11/2/2009
126.646,3.835,35,5.1,11/2/2009
126.836,4.117,37,5,11/2/2009
126.614,3.911,49,5.5,11/2/2009
126.741,4.032,44,5.5,11/2/2009
126.552,3.936,15,4.8,11/2/2009
126.68,3.733,24,5.5,11/2/2009
126.866,3.944,50,4.8,11/2/2009
126.51,3.897,15,4.8,11/2/2009
126.651,3.841,15,4.7,11/2/2009
126.714,4.027,38,5.4,12/2/2009
126.827,4.112,22,5.2,12/2/2009
126.59,4.034,43,4.8,12/2/2009
126.872,4.143,15,4.6,12/2/2009
126.855,4.143,46,5,12/2/2009
126.824,3.965,34,4.8,12/2/2009
126.464,4.032,26,5.8,12/2/2009
126.779,4.071,27,4.6,12/2/2009
126.758,4.13,37,5,12/2/2009
126.349,3.765,35,4.6,12/2/2009
126.44,3.841,15,4.5,12/2/2009
126.89,4.165,37,5,12/2/2009
126.785,3.937,37,4.7,12/2/2009
126.693,4.047,37,4.4,12/2/2009
126.936,3.794,15,5.2,12/2/2009
126.795,4.033,25,5.7,12/2/2009
126.771,4.082,33,4.2,12/2/2009
126.548,4.065,41,6.1,12/2/2009
126.636,3.769,43,5.3,12/2/2009
126.743,4.07,47,5.1,12/2/2009
126.852,3.645,36,4.6,12/2/2009
126.533,3.98,25,5.2,12/2/2009
126.652,3.949,37,4.8,13/2/2009
126.793,3.884,27,4.9,13/2/2009
126.861,4.098,30,5,13/2/2009
126.706,3.707,21,4.3,13/2/2009
126.667,4.119,15,4.6,13/2/2009
126.941,4.061,25,4.9,13/2/2009
126.639,3.772,54,4.8,13/2/2009
126.845,3.82,35,5.2,13/2/2009
126.832,4.127,26,4.3,13/2/2009
126.86,3.645,37,4.7,13/2/2009
126.577,3.856,24,4.9,13/2/2009
126.899,4.269,28,4.3,14/2/2009
126.791,3.742,40,4.7,14/2/2009
126.776,4.058,15,4.6,14/2/2009
126.752,4.037,37,5.1,15/2/2009
126.73,4.077,26,4.9,15/2/2009
126.911,3.537,37,4.8,16/2/2009
126.73,3.774,30,4.3,18/2/2009
126.751,3.918,22,4.6,18/2/2009
126.752,3.701,15,4.6,21/2/2009
126.886,3.943,25,4.6,22/2/2009
126.962,3.781,35,4.8,22/2/2009
124.916,5.717,35,4.5,22/2/2009
126.604,3.715,32,5.7,22/2/2009
126.793,4.059,15,4.9,23/2/2009
126.769,3.74,22,4.8,23/2/2009
121.255,19.113,37,4.8,26/2/2009
126.808,3.78,27,5.1,26/2/2009
126.884,3.804,28,4.7,27/2/2009
125.668,9.458,15,4.4,27/2/2009
126.689,3.333,53,4.4,27/2/2009
126.735,3.727,26,4.7,28/2/2009
126.794,3.932,21,4,28/2/2009
126.641,3.94,24,4.6,28/2/2009
126.658,3.918,35,4.9,28/2/2009
125.349,23.796,15,4.1,1/3/2009
127.158,3.719,15,4.4,1/3/2009
121.504,20.077,50,4.3,3/3/2009
126.519,1.755,36,4,3/3/2009
127.183,3.829,15,4.5,5/3/2009
127.041,3.894,15,4.5,6/3/2009
126.776,3.92,58,4.7,7/3/2009
126.795,4.248,15,4.4,10/3/2009
122.655,23.929,43,4.2,11/3/2009
126.602,3.666,45,4.7,11/3/2009
125.847,13.199,15,4.5,12/3/2009
122.537,23.996,28,4.3,12/3/2009
126.624,3.763,41,6,16/3/2009
126.749,3.67,41,5.1,16/3/2009
126.817,3.719,13,5.3,16/3/2009
126.719,3.672,47,5,16/3/2009
126.672,3.71,50,4.7,17/3/2009
126.711,3.652,15,4.6,17/3/2009
126.707,3.996,36,5,18/3/2009
126.654,3.697,23,4.9,18/3/2009
123.531,0.101,136,4.8,18/3/2009
126.856,3.66,15,4.9,18/3/2009
127.475,5.803,27,5,20/3/2009
128.672,3.527,38,4.9,23/3/2009
126.73,3.984,15,4.7,28/3/2009
120.628,19.861,25,4.9,29/3/2009
126.813,3.94,25,4.8,31/3/2009
123.829,14.739,34,4.1,31/3/2009
126.943,3.399,15,4.7,3/4/2009
127.246,5.149,55,6.2,4/4/2009
122.256,9.536,43,4.4,4/4/2009
126.798,3.692,37,4.9,9/4/2009
126.767,3.758,59,4.9,9/4/2009
125.618,4.41,165,4.9,11/4/2009
122.164,2.021,40,4.5,12/4/2009
123.849,7.164,43,3.9,14/4/2009
121.812,23.905,15,4.7,17/4/2009
126.738,4.198,25,5.9,19/4/2009
126.955,4.151,15,4.5,19/4/2009
126.872,4.191,36,4.8,19/4/2009
126.925,4.23,15,4.5,19/4/2009
126.842,4.105,26,4.5,19/4/2009
126.963,4.185,15,4.5,19/4/2009
120.179,15.564,29,4.4,20/4/2009
126.322,12.389,17,4.1,21/4/2009
126.894,4.499,26,5.2,23/4/2009
121.297,19.095,44,4.2,24/4/2009
126.797,4.085,29,4.3,26/4/2009
123.36,23.958,32,4.6,29/4/2009
126.808,3.922,45,4.7,2/5/2009
126.86,3.74,47,4.2,12/5/2009
127.002,4.521,24,5.4,13/5/2009
126.947,7.981,18,5.4,21/5/2009
126.873,7.877,47,4.5,21/5/2009
126.952,7.795,60,4.7,21/5/2009
127.169,7.925,17,4.1,21/5/2009
119.724,14.915,22,5.2,24/5/2009
119.561,21.647,27,4.5,26/5/2009
122.048,9.159,30,4.5,29/5/2009
126.193,1.003,37,4.3,29/5/2009
125.856,5.959,161,5.4,29/5/2009
125.937,1.877,80,5.2,31/5/2009
126.221,0.814,15,4.4,1/6/2009
126.52,5.454,36,5.7,14/6/2009
126.59,5.456,56,4.6,14/6/2009
126.455,5.398,64,4.7,14/6/2009
126.534,5.463,63,5.3,14/6/2009
126.939,5.555,15,4.5,14/6/2009
126.315,7.476,9,4.3,17/6/2009
127.087,7.975,21,4.3,18/6/2009
122.341,23.973,25,4.5,19/6/2009
125.753,2.154,48,4.6,20/6/2009
126.768,3.615,56,4.8,24/6/2009
126.91,3.197,42,4.6,26/6/2009
121.144,19.176,21,4.9,27/6/2009
122.365,1.394,15,4.9,28/6/2009
122.198,1.348,28,5.1,28/6/2009
121.233,21.083,15,4.4,30/6/2009
125.964,1.064,29,5.2,1/7/2009
124.593,4.628,27,4.3,2/7/2009
120.758,13.78,137,5.1,4/7/2009
122.521,23.989,38,4.7,7/7/2009
123.324,0.254,253,4.9,10/7/2009
126.78,5.028,16,4.7,10/7/2009
122.16,9.986,19,4.4,11/7/2009
126.605,9.494,15,4.7,15/7/2009
126.588,5.051,69,5.2,16/7/2009
127.046,2.394,22,5.3,17/7/2009
125.776,4.246,130,4.9,17/7/2009
126.816,5.02,15,4.8,18/7/2009
127.063,2.427,25,4.8,20/7/2009
120.178,19.321,15,4.1,20/7/2009
126.196,6.054,103,4.8,21/7/2009
121.006,23.692,20,4.7,26/7/2009
121.425,23.435,16,5,26/7/2009
124.101,11.057,36,4.6,26/7/2009
120.393,22.031,13,5.2,29/7/2009
126.409,6.093,102,5.5,12/8/2009
125.409,13.461,16,4.7,14/8/2009
125.423,13.456,35,4.5,14/8/2009
123.437,0.126,157,5.3,15/8/2009
127.607,4.941,118,4.8,15/8/2009
123.592,23.58,29,6.6,17/8/2009
123.623,23.499,10,6.3,17/8/2009
123.649,23.436,19,6.1,17/8/2009
123.498,23.482,14,4.3,17/8/2009
127.43,1.886,106,5.3,18/8/2009
123.54,23.507,12,4.8,18/8/2009
123.521,23.561,27,5.2,18/8/2009
123.525,23.509,15,4.7,18/8/2009
123.621,23.533,27,4.5,18/8/2009
123.602,23.454,31,4.4,18/8/2009
123.472,23.465,21,5,18/8/2009
127.185,2.44,43,5.1,20/8/2009
126.757,3.925,20,4.7,20/8/2009
123.51,23.529,29,4.8,20/8/2009
120.473,22.336,32,4.6,21/8/2009
121.429,20.116,39,4.6,23/8/2009
127.039,2.56,59,4.8,23/8/2009
127.36,2.693,15,4.6,23/8/2009
121.072,19.062,44,4.5,25/8/2009
123.987,9.387,572,5.4,26/8/2009
123.522,0.143,145,5.5,26/8/2009
128.629,2.227,69,5.1,30/8/2009
127.08,2.51,15,4.5,1/9/2009
117.106,7.342,20,4.3,4/9/2009
127.005,3.208,28,4.2,7/9/2009
126.346,23.661,15,4.6,7/9/2009
120.93,1.203,27,5.3,8/9/2009
125.905,12.15,15,4.8,9/9/2009
125.99,2.454,115,5.5,9/9/2009
126.319,0.74,15,4.5,15/9/2009
128.339,1.624,99,5.3,17/9/2009
120.477,12.703,21,5.8,18/9/2009
124.776,6.6,15,5.2,18/9/2009
127.225,1.827,104,5.7,18/9/2009
124.788,6.512,18,4.5,19/9/2009
126.796,3.984,15,4.7,19/9/2009
120.476,12.593,13,4.5,22/9/2009
124.58,6.401,15,4.8,23/9/2009
123.589,23.509,28,4.7,26/9/2009
125.81,2.761,87,5.2,27/9/2009
126.731,4.952,15,4.8,30/9/2009
121.575,23.72,34,5.9,3/10/2009
123.485,6.742,631,6.4,4/10/2009
129.226,2.291,15,4.7,6/10/2009
122.484,4.068,585,6.4,7/10/2009
120.649,21.982,38,4.7,11/10/2009
119.399,18.486,15,4.6,12/10/2009
128.26,2.947,44,5.6,13/10/2009
120.688,13.816,147,5.3,18/10/2009
125.742,12.323,15,4.9,20/10/2009
126.812,3.827,15,4.8,22/10/2009
124.765,6.451,15,4.7,27/10/2009
126.25,1.315,30,5.2,29/10/2009
120.854,1.164,38,4.4,31/10/2009
126.519,7.116,112,5.3,4/11/2009
120.771,23.796,26,5.4,5/11/2009
120.775,23.752,26,4.7,5/11/2009
127.332,10.421,35,4.5,8/11/2009
125.645,9.385,19,4.6,10/11/2009
125.652,9.438,26,5.4,11/11/2009
126.42,6.69,52,5.2,16/11/2009
127,5.89,121,5.4,17/11/2009
128.283,3,26,4.5,19/11/2009
126.796,4.243,15,4.5,25/11/2009
126.58,4.147,28,4,26/11/2009
126.346,23.669,15,4.4,27/11/2009
126.424,5.409,24,5.6,28/11/2009
126.904,3.173,27,4.7,29/11/2009
126.483,5.464,77,5,29/11/2009
126.144,0.522,32,5.3,29/11/2009
126.474,5.434,35,5.2,29/11/2009
127.407,5.128,108,5.1,1/12/2009
126.722,2.87,15,5.1,1/12/2009
125.628,12.395,21,5,2/12/2009
126.108,0.514,46,4.2,5/12/2009
127.041,3.434,41,4.5,6/12/2009
123.914,6.709,56,4.7,7/12/2009
126.403,1.258,32,3.7,8/12/2009
126.39,6.737,56,5.4,10/12/2009
128.108,4.123,45,5,16/12/2009
121.683,23.844,51,6.3,19/12/2009
121.438,17.484,20,4.8,21/12/2009
122.276,23.968,15,4.5,25/12/2009
126.471,6.55,32,4.9,26/12/2009
126.374,6.476,48,4.5,26/12/2009
126.584,6.524,26,4.3,26/12/2009
126.709,3.95,57,4.6,28/12/2009
126.42,10.111,58,4.5,29/12/2009
125.348,10.702,128,5.2,30/12/2009
126.403,6.528,33,4.7,30/12/2009
126.473,6.515,47,4.9,30/12/2009
122.789,19.529,20,4.9,31/12/2009
121.735,23.744,15,4.5,1/1/2010
126.353,6.47,47,5,3/1/2010
126.694,6.088,121,5.3,8/1/2010
124.4,6.643,22,4.1,13/1/2010
126.285,11.124,15,4.7,14/1/2010
126.071,7.254,33,4.8,15/1/2010
120.857,13.632,97,4.7,16/1/2010
121.766,23.811,15,4.8,19/1/2010
125.475,13.672,15,4.8,21/1/2010
125.463,13.728,15,4.3,21/1/2010
122.296,1.49,21,4.5,21/1/2010
125.479,13.65,18,5.4,27/1/2010
126.423,3.076,76,5.2,28/1/2010
121.251,19.096,40,4.4,30/1/2010
126.829,2.433,32,4.3,30/1/2010
120.743,13.803,139,4.8,1/2/2010
126.204,10.328,32,4.5,2/2/2010
123.711,23.487,41,6.3,7/2/2010
121.188,21.055,28,4.3,9/2/2010
126.232,1.038,39,4.5,10/2/2010
119.851,13.764,15,4.5,11/2/2010
121.137,23.892,21,4.6,12/2/2010
126.956,6.223,84,5.3,15/2/2010
121.11,19.174,22,4.2,16/2/2010
121.23,20.992,15,4.8,20/2/2010
121.35,20.751,15,4.6,25/2/2010
122.861,23.821,40,5,26/2/2010
126.79,6.464,114,5.7,26/2/2010
125.775,5.901,31,4.3,26/2/2010
121.311,19.164,39,4.5,28/2/2010
126.493,7.079,15,4.9,1/3/2010
122.439,18.258,19,5.6,2/3/2010
126.991,3.584,39,4.4,3/3/2010
120.793,22.94,26,6.3,4/3/2010
122.115,20.226,15,4.4,4/3/2010
122.087,22.823,21,4.2,4/3/2010
120.69,22.919,24,4.7,4/3/2010
122.039,20.242,15,4.6,5/3/2010
122.072,20.284,15,4.8,5/3/2010
126.384,1.396,49,5,5/3/2010
122.15,20.276,15,4.8,8/3/2010
125.532,11.327,47,5,9/3/2010
123.277,23.413,33,4.4,10/3/2010
120.646,0.852,27,4.9,18/3/2010
120.793,18.446,60,5.7,22/3/2010
120.067,13.84,55,5.7,25/3/2010
125.224,13.477,15,4,26/3/2010
127.104,4.39,15,4.4,4/4/2010
122.108,23.315,31,4.7,11/4/2010
119.66,16.386,31,4.4,12/4/2010
121.417,23.093,6,4.3,13/4/2010
121.381,23.147,18,4.3,13/4/2010
126.629,3.741,60,5.3,17/4/2010
126.667,3.759,67,5.3,17/4/2010
121.564,22.002,15,4.8,25/4/2010
123.726,22.261,24,6.3,26/4/2010
122.864,13.603,18,4.6,29/4/2010
120.492,22.945,15,4.3,2/5/2010
123.683,23.386,34,4.3,3/5/2010
120.035,18.259,37,4.3,6/5/2010
128.021,3.591,124,5.7,7/5/2010
121.156,19.102,33,4.8,10/5/2010
125.617,9.261,19,4,13/5/2010
124.56,0.488,141,5.6,16/5/2010
125.654,9.86,146,4.6,27/5/2010
124.01,6.965,35,5.5,31/5/2010
126.692,4.245,31,4,2/6/2010
127.401,1.588,149,5.1,5/6/2010
127.139,1.944,118,5.6,9/6/2010
126.999,7.474,20,5,10/6/2010
119.401,17.775,15,4.5,11/6/2010
120.056,1.073,20,4.3,12/6/2010
120.101,1.061,20,4.8,12/6/2010
126.693,3.82,73,5,13/6/2010
128.566,2.668,45,5.1,16/6/2010
126.859,5.228,70,5.3,27/6/2010
125.093,23.008,15,4.8,30/6/2010
120.711,22.807,15,4.9,2/7/2010
125.023,11.119,15,4.4,4/7/2010
123.407,6.645,617,5.1,12/7/2010
121.98,21.116,15,4.4,20/7/2010
125.466,11.853,40,4.9,20/7/2010
121.275,19.168,38,4.5,21/7/2010
128.169,3.014,106,5.9,21/7/2010
126.959,1.42,77,5,22/7/2010
123.435,6.701,613,6.4,23/7/2010
123.483,6.457,587,6.8,23/7/2010
123.239,6.748,643,6.8,23/7/2010
123.476,6.181,562,6,24/7/2010
120.795,22.783,34,4.7,25/7/2010
123.518,6.824,614,5.2,25/7/2010
123.235,6.65,637,5.2,26/7/2010
123.308,6.559,617,6.3,29/7/2010
120.575,12.445,16,4.5,29/7/2010
120.866,13.273,15,4.6,30/7/2010
126.538,2.125,63,5.3,30/7/2010
129.63,0.136,35,4.8,1/8/2010
126.284,1.265,40,5.9,3/8/2010
126.88,6.695,69,4.9,4/8/2010
121.639,23.63,42,4.9,21/8/2010
123.53,6.738,608,4.8,24/8/2010
123.832,0.391,192,5,25/8/2010
128.622,2.685,246,5,25/8/2010
125.181,23.082,15,4.1,10/9/2010
124.612,5.608,20,4.3,12/9/2010
124.611,5.592,25,4.5,14/9/2010
124.62,5.646,44,4,14/9/2010
126.01,5.985,89,5.1,15/9/2010
121.723,23.671,15,4.5,20/9/2010
122.378,23.625,19,4.3,24/9/2010
126.04,5.786,148,4.9,26/9/2010
123.891,23.416,28,4.2,27/9/2010
124.652,13.11,14,4.1,29/9/2010
126.733,2.417,57,4.9,29/9/2010
121.46,19.722,29,5.4,30/9/2010
122.164,19.277,15,5.5,4/10/2010
123.721,6.777,605,4.8,5/10/2010
124.898,6.714,25,4.4,6/10/2010
128.204,2.799,146,5.9,8/10/2010
121.052,21.653,15,4.6,14/10/2010
124.783,12.893,68,4.7,20/10/2010
122.454,15.185,15,4.7,21/10/2010
126.644,7.529,151,4.9,22/10/2010
125.759,9.366,27,4.1,23/10/2010
126.166,2.562,54,5.5,3/11/2010
123.005,12.841,21,4.5,3/11/2010
126.622,7.03,187,5.1,5/11/2010
123.064,12.954,20,4.1,5/11/2010
123.04,12.862,16,5.4,5/11/2010
120.396,23.205,15,4.8,8/11/2010
126.071,0.495,36,4.3,10/11/2010
119.825,15.031,55,5,10/11/2010
126.437,1.512,31,4.4,11/11/2010
120.728,22.184,40,4.7,12/11/2010
123.336,23.25,13,4.3,19/11/2010
121.681,23.869,56,5.1,21/11/2010
121.386,20.2,30,4.4,26/11/2010
123.006,23.98,49,4.5,26/11/2010
128.126,3.847,68,5.8,27/11/2010
127.902,3.86,119,5.1,27/11/2010
121.514,23.64,26,4.8,6/12/2010
126.67,7.561,42,5.6,8/12/2010
126.325,10.545,16,4.8,16/12/2010
126.226,10.548,19,5.2,18/12/2010
126.21,10.456,28,4.1,18/12/2010
126.378,10.454,15,4.6,18/12/2010
126.47,10.481,15,4.6,19/12/2010
126.44,10.492,20,4,20/12/2010
126.456,10.194,28,3.9,30/12/2010
126.399,10.991,15,4.6,6/1/2011
126.248,11.185,13,4.7,8/1/2011
127.231,9.052,15,4.7,9/1/2011
123.32,0.803,68,4.9,10/1/2011
126.677,3.647,15,4.3,12/1/2011
127.109,6.267,63,5,13/1/2011
127.291,1.579,89,5,21/1/2011
128.768,0.558,17,4.1,30/1/2011
125.424,22.445,8,4.8,6/2/2011
126.683,11.023,17,4.8,8/2/2011
122.991,4.157,534,6.2,10/2/2011
123.018,4.07,532,6.2,10/2/2011
126.861,2.032,24,5.3,12/2/2011
119.458,14.743,15,4.3,14/2/2011
121.226,21.103,33,5,15/2/2011
120.504,16.46,15,4.5,17/2/2011
126.328,1.32,39,4.9,20/2/2011
120.64,14.17,139,5.2,22/2/2011
126.097,9.507,9,4.5,3/3/2011
126.545,4.963,91,5.5,3/3/2011
126.108,9.58,19,4.7,3/3/2011
121.396,18.8,56,4.8,9/3/2011
121.485,22.217,15,4.5,14/3/2011
121.512,22.387,26,5.2,20/3/2011
121.294,19.086,37,5.6,20/3/2011
120.565,13.984,95,5.4,21/3/2011
123.529,23.988,30,4.2,27/3/2011
125.064,8.656,15,4.2,28/3/2011
124.585,23.214,15,5.2,29/3/2011
121.588,23.92,15,4.4,30/3/2011
121.706,22.108,15,4.3,31/3/2011
126.736,5.766,15,4.7,31/3/2011
127.296,3.065,15,4.4,5/4/2011
127.201,3.106,13,5.3,5/4/2011
127.204,3.075,15,4.5,5/4/2011
127.001,3.101,15,5.6,5/4/2011
127.152,3.112,19,4.2,5/4/2011
126.943,3.175,28,4.2,6/4/2011
120.05,13.96,21,4.6,8/4/2011
126.289,9.993,36,3.8,10/4/2011
126.222,5.895,153,5,14/4/2011
121.296,19.062,46,4.1,19/4/2011
121.197,21.085,25,4.8,24/4/2011
120.195,20.474,15,4.4,26/4/2011
119.981,18.823,15,4.7,28/4/2011
122.03,21.195,184,5.5,29/4/2011
127.024,6.659,36,4.9,1/5/2011
121.841,23.92,15,4.9,3/5/2011
125.703,9.321,23,4.1,5/5/2011
121.525,23.187,10,4.3,6/5/2011
123.777,22.331,16,4.2,7/5/2011
125.405,1.13,58,4.8,8/5/2011
126.514,5.449,31,5.3,9/5/2011
126.418,1.523,18,4.5,10/5/2011
127.386,1.613,83,4.9,11/5/2011
121.819,17.291,13,4.7,21/5/2011
120.775,13.626,136,5.5,22/5/2011
125.681,5.988,154,5.2,22/5/2011
128.193,1.165,49,4.9,27/5/2011
123.947,1.566,283,5,27/5/2011
126.181,6.02,74,4.8,27/5/2011
127.696,4.73,75,5.4,28/5/2011
122.281,10.685,56,4.5,29/5/2011
121.39,22.276,29,4.4,2/6/2011
121.626,23.61,38,4.7,10/6/2011
126.405,2.485,57,6.4,13/6/2011
123.606,6.703,598,4.9,24/6/2011
125.307,4.728,15,4.7,28/6/2011
125.355,13.5,15,4.3,29/6/2011
121.836,1.011,27,4,1/7/2011
121.567,22,15,4.5,2/7/2011
123.281,0.14,162,5.6,8/7/2011
122.26,9.608,20,4.4,10/7/2011
122.215,9.548,54,4.6,10/7/2011
122.25,9.569,22,6.2,11/7/2011
122.233,9.613,24,4.6,11/7/2011
122.253,9.526,27,4.7,11/7/2011
122.258,9.731,17,4.9,12/7/2011
121.587,23.476,33,4.3,12/7/2011
122.281,9.643,48,4.6,12/7/2011
122.251,9.761,18,4.3,14/7/2011
122.219,9.593,17,4.9,18/7/2011
122.391,23.622,22,4.4,18/7/2011
121.64,23.994,15,4.5,19/7/2011
120.031,15.016,51,5.5,25/7/2011
126.867,7.599,28,4.4,26/7/2011
126.319,1.263,59,4.7,26/7/2011
126.603,2.967,46,4.8,1/8/2011
125.92,12.632,15,4.8,2/8/2011
125.824,4.263,127,4.6,3/8/2011
121.22,19.154,38,5,11/8/2011
120.935,13.429,154,5.1,12/8/2011
121.561,12.064,18,4.6,14/8/2011
120.366,1.168,51,4.6,23/8/2011
122.278,10.865,50,4.7,25/8/2011
121.95,23.112,12,4.6,25/8/2011
120.824,20.446,15,4.4,30/8/2011
121.106,21.725,15,4.8,31/8/2011
128.632,2.74,213,4.9,2/9/2011
126.069,10.128,46,5.3,7/9/2011
123.347,23.929,31,4.1,11/9/2011
122.844,23.77,39,5,12/9/2011
127.419,5.105,117,4.9,12/9/2011
126.705,3.388,15,4.8,15/9/2011
119.375,18.293,13,4.4,16/9/2011
121.716,23.749,15,4.2,22/9/2011
119.844,15.359,56,4.4,22/9/2011
127.017,8.443,43,4.9,29/9/2011
126.897,8.42,16,4.9,30/9/2011
123.684,7.397,608,5.2,1/10/2011
126.305,1.391,49,4,2/10/2011
126.772,4.19,15,4.6,6/10/2011
124.948,22.82,16,4.4,17/10/2011
119.944,13.907,31,4.3,19/10/2011
123.356,0.03,147,5.4,1/11/2011
123.26,1.386,15,4.7,5/11/2011
125.14,7.916,14,4.2,7/11/2011
121.683,1.41,20,4.1,23/11/2011
122.23,10.993,24,4.5,24/11/2011
126.943,2.043,64,5.2,27/11/2011
119.394,14.004,16,3.8,29/11/2011
126.41,10.463,15,4.5,29/11/2011
119.024,15.522,12,5.6,30/11/2011
119.192,15.455,19,4.5,30/11/2011
125.801,12.328,42,4.4,1/12/2011
121.415,22.977,20,4.7,2/12/2011
120.457,0.073,83,5.8,2/12/2011
127.194,1.457,146,4.7,6/12/2011
124.543,11.561,15,3.9,6/12/2011
121.054,18.589,35,4.6,8/12/2011
125.822,0.067,15,4.8,9/12/2011
126.138,11.149,13,4.2,10/12/2011
128.285,2.972,117,5.2,13/12/2011
121.869,23.708,15,4.2,15/12/2011
122.285,8.758,26,4.5,18/12/2011
122.451,13.235,15,4.7,20/12/2011
126.082,0.017,40,4.8,21/12/2011
120.446,13.173,22,4.9,23/12/2011
126.486,9.478,27,4.2,26/12/2011
127.624,1.653,154,5.2,28/12/2011
128.477,2.214,54,4.9,1/1/2012
121.643,23.96,15,4.3,4/1/2012
120.825,13.648,151,4.8,6/1/2012
127.462,1.71,126,5.4,7/1/2012
121.205,19.328,31,4,7/1/2012
125.988,8.38,18,4.8,12/1/2012
121.216,19.27,34,5.4,14/1/2012
126.031,6.543,82,4.8,17/1/2012
125.811,11.268,49,5.4,17/1/2012
126.059,11.914,15,4.7,19/1/2012
122.499,18.236,15,4,20/1/2012
125.339,4.838,33,4.5,20/1/2012
126.092,8.565,192,5,24/1/2012
124.591,13.537,25,4.9,28/1/2012
121.203,19.342,33,4.8,28/1/2012
124.69,5.961,384,5.1,29/1/2012
125.599,11.713,30,4.3,1/2/2012
125.673,11.668,34,4,1/2/2012
125.791,12.02,17,5.4,4/2/2012
125.783,11.98,13,4.7,4/2/2012
121.124,22.41,13,4.4,5/2/2012
123.148,10.027,15,6.7,6/2/2012
123.164,10.122,15,5.6,6/2/2012
123.104,9.908,15,5.9,6/2/2012
123.096,9.889,15,5.7,6/2/2012
123.094,9.88,13,5.1,6/2/2012
123.409,10.12,20,4.1,7/2/2012
123.376,10.182,15,4.7,7/2/2012
123.269,9.902,32,4.6,7/2/2012
123.359,10.219,10,4.3,7/2/2012
123.366,10.12,12,4.1,7/2/2012
123.38,10.256,10,4.8,8/2/2012
123.218,9.905,25,4.7,8/2/2012
123.224,10.118,15,4.6,11/2/2012
123.248,10.125,14,4,11/2/2012
121.102,19.202,29,4.6,12/2/2012
123.368,10.087,13,4,14/2/2012
126.935,2.478,47,4.9,18/2/2012
126.769,3.645,15,4.6,22/2/2012
126.011,10.027,67,5,24/2/2012
126.384,1.522,32,5.2,24/2/2012
125.816,11.797,27,3.9,25/2/2012
120.838,22.704,25,5.7,26/2/2012
123.361,23.949,29,4.8,27/2/2012
123.361,23.951,33,4.2,27/2/2012
126.632,9.637,28,4.1,3/3/2012
126.128,2.72,98,4.7,3/3/2012
128.675,1.985,50,5.4,5/3/2012
123.669,12.436,18,5.1,5/3/2012
119.448,18.278,15,4.4,8/3/2012
120.489,13.654,12,4.3,8/3/2012
120.466,13.677,13,4.5,8/3/2012
122.709,1.915,16,4.7,14/3/2012
125.666,10.052,20,5.2,16/3/2012
125.914,3.569,66,5,22/3/2012
122.45,20.317,26,4.2,1/4/2012
121.122,21.048,13,4.4,10/4/2012
126.43,1.202,29,4.4,19/4/2012
121.049,1.706,67,4.8,21/4/2012
125.291,0.379,50,5,23/4/2012
125.724,12.071,17,4.3,25/4/2012
121.877,23.746,15,4.2,27/4/2012
127.4,3.73,15,4.9,30/4/2012
126.453,5.805,101,4.8,5/5/2012
127.275,8.214,19,3.9,8/5/2012
127.485,6.271,33,4.6,9/5/2012
126.32,1.386,33,4,10/5/2012
125.961,2.27,41,4.2,12/5/2012
126.315,1.338,35,4.9,14/5/2012
126.272,1.079,15,4.7,16/5/2012
126.697,2.456,34,5,22/5/2012
118.318,4.851,13,3.8,28/5/2012
121.057,23.185,10,4,30/5/2012
122.429,18.383,15,4.4,4/6/2012
121.466,22.409,23,5.3,6/6/2012
121.481,22.36,15,4.2,6/6/2012
121.484,22.359,15,3.9,6/6/2012
126.421,1.526,15,4.8,6/6/2012
126.528,1.647,40,5,7/6/2012
128.956,2.782,15,4.5,7/6/2012
120.548,22.897,15,4.5,9/6/2012
121.765,23.872,15,4.3,10/6/2012
121.533,20.067,15,4.6,10/6/2012
125.513,2.905,145,4.6,10/6/2012
121.606,23.7,15,4.6,14/6/2012
121.577,23.708,15,4.3,14/6/2012
126.823,1.304,76,5.5,14/6/2012
126.396,5.711,76,5.8,15/6/2012
